# w   A_w   G_w   Sigma_w  (D: 1, T: 0.001, U: 3.27, half-filling)
 (-5.000000000000000000e+00+0.000000000000000000e+00j)  (3.550922567855443009e-07+0.000000000000000000e+00j)  (-2.289380726513851050e-01-1.115555225264089899e-06j)  (1.067357686635183267e+00-5.848809820709602126e-06j)
 (-4.950495049504950451e+00+0.000000000000000000e+00j)  (4.510768757325342426e-07+0.000000000000000000e+00j)  (-2.319320774423568043e-01-1.417099799005560099e-06j)  (1.061451325133054624e+00-7.186316083070037895e-06j)
 (-4.901480247034604609e+00+0.000000000000000000e+00j)  (5.726352779332008590e-07+0.000000000000000000e+00j)  (-2.349811241345204915e-01-1.798986782341290079e-06j)  (1.055487977836633950e+00-8.837711357199172713e-06j)
 (-4.852950739638222544e+00+0.000000000000000000e+00j)  (7.263298639673233244e-07+0.000000000000000000e+00j)  (-2.380893764067598117e-01-2.281832564722610030e-06j)  (1.049454252864357784e+00-1.087434242453153431e-05j)
 (-4.804901722414081533e+00+0.000000000000000000e+00j)  (9.203197755589694854e-07+0.000000000000000000e+00j)  (-2.412586632378850016e-01-2.891269845849460063e-06j)  (1.043349326177507530e+00-1.338290346530100034e-05j)
 (-4.757328438033743723e+00+0.000000000000000000e+00j)  (1.164724548836293996e-06+0.000000000000000000e+00j)  (-2.444910159362020108e-01-3.659090086079779994e-06j)  (1.037171819745093426e+00-1.646823949477592162e-05j)
 (-4.710226176271032905e+00+0.000000000000000000e+00j)  (1.472064163811738753e-06+0.000000000000000000e+00j)  (-2.477885490491595066e-01-4.624625962643759965e-06j)  (1.030920382218944553e+00-2.025678779252771883e-05j)
 (-4.663590273535676012e+00+0.000000000000000000e+00j)  (1.857789984882595953e-06+0.000000000000000000e+00j)  (-2.511534977536236113e-01-5.836419368419850188e-06j)  (1.024593557868095806e+00-2.490056794953607336e-05j)
 (-4.617416112411560469e+00+0.000000000000000000e+00j)  (2.340923481288258284e-06+0.000000000000000000e+00j)  (-2.545881810135718903e-01-7.354228011431030399e-06j)  (1.018189965899176208e+00-3.058181648929127514e-05j)
 (-4.571699121199564786e+00+0.000000000000000000e+00j)  (2.944822328364135072e-06+0.000000000000000000e+00j)  (-2.580951178941771063e-01-9.251432192915950032e-06j)  (1.011707862001809177e+00-3.751829980140550518e-05j)
 (-4.526434773464915295e+00+0.000000000000000000e+00j)  (3.698096545824564414e-06+0.000000000000000000e+00j)  (-2.616769176301997901e-01-1.161791294062819956e-05j)  (1.005145620160690978e+00-4.596946230008945865e-05j)
 (-4.481618587589024649e+00+0.000000000000000000e+00j)  (4.635700752339271967e-06+0.000000000000000000e+00j)  (-2.653363488129639736e-01-1.456348342778969952e-05j)  (9.985014889580475783e-01-5.624341454093532755e-05j)
 (-4.437246126325766760e+00+0.000000000000000000e+00j)  (5.800232427857979115e-06+0.000000000000000000e+00j)  (-2.690763256363905009e-01-1.822196758447189934e-05j)  (9.917736794669440581e-01-6.870490152312386484e-05j)
 (-4.393312996362145562e+00+0.000000000000000000e+00j)  (7.243470294067391004e-06+0.000000000000000000e+00j)  (-2.728999391991656087e-01-2.275603306233800021e-05j)  (9.849602936700030398e-01-8.378430337444448548e-05j)
 (-4.349814847883312297e+00+0.000000000000000000e+00j)  (9.028191561188873528e-06+0.000000000000000000e+00j)  (-2.768104950691325783e-01-2.836290028383229989e-05j)  (9.780592284901740152e-01-1.019877494684115645e-04j)
 (-4.306747374141893125e+00+0.000000000000000000e+00j)  (1.123031185100851498e-05+0.000000000000000000e+00j)  (-2.808114525903542824e-01-3.528106520865069754e-05j)  (9.710684455075421218e-01-1.239085029446055524e-04j)
 (-4.264106311031577334e+00+0.000000000000000000e+00j)  (1.394139708738606678e-05+0.000000000000000000e+00j)  (-2.849064903329954768e-01-4.379819067051019974e-05j)  (9.639857807815629398e-01-1.502395526167313289e-04j)
 (-4.221887436664927939e+00+0.000000000000000000e+00j)  (1.727160253094275997e-05+0.000000000000000000e+00j)  (-2.890996029256412969e-01-5.426033962693260098e-05j)  (9.568086726477795789e-01-1.817874501713882438e-04j)
 (-4.180086570955373837e+00+0.000000000000000000e+00j)  (2.135310039477860466e-05+0.000000000000000000e+00j)  (-2.933947834311487202e-01-6.708274333160169447e-05j)  (9.495352877970580918e-01-2.194880132415351164e-04j)
 (-4.138699575203339975e+00+0.000000000000000000e+00j)  (2.634406406705679197e-05+0.000000000000000000e+00j)  (-2.977965454968066195e-01-8.276231813876440142e-05j)  (9.421628238267023558e-01-2.644224225649927052e-04j)
 (-4.097722351686475584e+00+0.000000000000000000e+00j)  (3.243328381894027300e-05+0.000000000000000000e+00j)  (-3.023095749627621731e-01-1.018921661773749946e-04j)  (9.346887487050993260e-01-3.178356766247810881e-04j)
 (-4.057150843253936046e+00+0.000000000000000000e+00j)  (3.984549590527904208e-05+0.000000000000000000e+00j)  (-3.069387819007549090e-01-1.251783172146670093e-04j)  (9.271106670046215248e-01-3.811560002171756776e-04j)
 (-4.016981032924689110e+00+0.000000000000000000e+00j)  (4.884751405797431738e-05+0.000000000000000000e+00j)  (-3.116898272161964800e-01-1.534589913106559921e-04j)  (9.194248099934826390e-01-4.560140621750707847e-04j)
 (-3.977208943489791260e+00+0.000000000000000000e+00j)  (5.975525938721281240e-05+0.000000000000000000e+00j)  (-3.165678964368081050e-01-1.877266839042199969e-04j)  (9.116297753502660139e-01-5.442677497225524574e-04j)
 (-3.937830637118605370e+00+0.000000000000000000e+00j)  (7.294179147182359155e-05+0.000000000000000000e+00j)  (-3.215792607109622114e-01-2.291533962275589889e-04j)  (9.037219619299518003e-01-6.480205020192457465e-04j)
 (-3.898842214968916142e+00+0.000000000000000000e+00j)  (8.884644973115201402e-05+0.000000000000000000e+00j)  (-3.267304064362686056e-01-2.791193537729220174e-04j)  (8.956982485020886786e-01-7.696462873303405337e-04j)
 (-3.860239816800906887e+00+0.000000000000000000e+00j)  (1.079852197854672683e-04+0.000000000000000000e+00j)  (-3.320278690496876739e-01-3.392455731743030051e-04j)  (8.875564803627926658e-01-9.118140825028429311e-04j)
 (-3.822019620594957257e+00+0.000000000000000000e+00j)  (1.309624441507098740e-04+0.000000000000000000e+00j)  (-3.374788951786865110e-01-4.114306524400329992e-04j)  (8.792937004056555761e-01-1.077507978480781543e-03j)
 (-3.784177842173225059e+00+0.000000000000000000e+00j)  (1.584839999583324258e-04+0.000000000000000000e+00j)  (-3.430914736172748780e-01-4.978921699806220218e-04j)  (8.709062515585578312e-01-1.270047822843094502e-03j)
 (-3.746710734824975297e+00+0.000000000000000000e+00j)  (1.913720680854328910e-04+0.000000000000000000e+00j)  (-3.488737446760846184e-01-6.012130831994810147e-04j)  (8.623914390455621470e-01-1.493113113395937728e-03j)
 (-3.709614588935619128e+00+0.000000000000000000e+00j)  (2.305816177297396682e-04+0.000000000000000000e+00j)  (-3.548339791114107911e-01-7.243935163125990537e-04j)  (8.537474732583669734e-01-1.750762979354230633e-03j)
 (-3.672885731619424998e+00+0.000000000000000000e+00j)  (2.772187276385150076e-04+0.000000000000000000e+00j)  (-3.609819179441164927e-01-8.709083181866679761e-04j)  (8.449704645323193875e-01-2.047439179946432177e-03j)
 (-3.636520526355866423e+00+0.000000000000000000e+00j)  (3.325608594384378710e-04+0.000000000000000000e+00j)  (-3.673266435436471911e-01-1.044770752883299961e-03j)  (8.360595117380530406e-01-2.387997450621689045e-03j)
 (-3.600515372629570887e+00+0.000000000000000000e+00j)  (3.980791893278354948e-04+0.000000000000000000e+00j)  (-3.738791497956333032e-01-1.250602656739310033e-03j)  (8.270107864723520441e-01-2.777685716157537576e-03j)
 (-3.564866705573832562e+00+0.000000000000000000e+00j)  (4.754630912770820548e-04+0.000000000000000000e+00j)  (-3.806495781007570023e-01-1.493711354609169933e-03j)  (8.178239733039610604e-01-3.222178207429883187e-03j)
 (-3.529570995617655971e+00+0.000000000000000000e+00j)  (5.666468473230735440e-04+0.000000000000000000e+00j)  (-3.876496178054200104e-01-1.780173572729980107e-03j)  (8.084968871287582237e-01-3.727537161009370284e-03j)
 (-3.494624748136292869e+00+0.000000000000000000e+00j)  (6.738386380275529454e-04+0.000000000000000000e+00j)  (-3.948912015002721265e-01-2.116926514932310210e-03j)  (7.990285041762337226e-01-4.300215492728434036e-03j)
 (-3.460024503105240345e+00+0.000000000000000000e+00j)  (7.995518382022192378e-04+0.000000000000000000e+00j)  (-4.023866374619621822e-01-2.511866181060300185e-03j)  (7.894184409651157086e-01-4.947032121265139935e-03j)
 (-3.425766834757663748e+00+0.000000000000000000e+00j)  (9.466386091245627184e-04+0.000000000000000000e+00j)  (-4.101491721930449752e-01-2.973952900030179917e-03j)  (7.796665146936589963e-01-5.675129144615353657e-03j)
 (-3.391848351245211557e+00+0.000000000000000000e+00j)  (1.118325738269390158e-03+0.000000000000000000e+00j)  (-4.181921728126912763e-01-3.513323923667490203e-03j)  (7.697735143720381146e-01-6.491941563441784753e-03j)
 (-3.358265694302189797e+00+0.000000000000000000e+00j)  (1.318252630724964236e-03+0.000000000000000000e+00j)  (-4.265296967310908127e-01-4.141412780260959707e-03j)  (7.597406191362074956e-01-7.405131549989232669e-03j)
 (-3.325015538913059121e+00+0.000000000000000000e+00j)  (1.550511302711783451e-03+0.000000000000000000e+00j)  (-4.351760069135087727e-01-4.871074917907269701e-03j)  (7.495701349419235937e-01-8.422535664901014546e-03j)
 (-3.292094592983227042e+00+0.000000000000000000e+00j)  (1.819688166854780938e-03+0.000000000000000000e+00j)  (-4.441463832065474793e-01-5.716718976815250187e-03j)  (7.392640281478830566e-01-9.552056215094431590e-03j)
 (-3.259499597013096217e+00+0.000000000000000000e+00j)  (2.130907331103788944e-03+0.000000000000000000e+00j)  (-4.534553684954453212e-01-6.694442816876289802e-03j)  (7.288268476248737082e-01-1.080164061869733072e-02j)
 (-3.227227323775342605e+00+0.000000000000000000e+00j)  (2.489875058648785382e-03+0.000000000000000000e+00j)  (-4.631187764363450809e-01-7.822173192607469877e-03j)  (7.182622248522092523e-01-1.217910027037257849e-02j)
 (-3.195274577995388832e+00+0.000000000000000000e+00j)  (2.902924955230769353e-03+0.000000000000000000e+00j)  (-4.731518029909060896e-01-9.119807713275449729e-03j)  (7.075757895740354408e-01-1.369208291769045786e-02j)
 (-3.163638196035038597e+00+0.000000000000000000e+00j)  (3.377063363521775642e-03+0.000000000000000000e+00j)  (-4.835695867499988920e-01-1.060935745354719961e-02j)  (6.967741541302840957e-01-1.534794133469673423e-02j)
 (-3.132315045579245893e+00+0.000000000000000000e+00j)  (3.920014352598747386e-03+0.000000000000000000e+00j)  (-4.943873292589440194e-01-1.231508829209079954e-02j)  (6.858641133274877566e-01-1.715359447009510638e-02j)
 (-3.101302025325986200e+00+0.000000000000000000e+00j)  (4.540263595089783985e-03+0.000000000000000000e+00j)  (-5.056198527312375512e-01-1.426365875569519936e-02j)  (6.748535850126989866e-01-1.911543724802282698e-02j)
 (-3.070596064679194104e+00+0.000000000000000000e+00j)  (5.247100326730104979e-03+0.000000000000000000e+00j)  (-5.172813510626653732e-01-1.648425183910389932e-02j)  (6.637512756033823180e-01-2.123922524613398866e-02j)
 (-3.040194123444746488e+00+0.000000000000000000e+00j)  (6.050656484520983841e-03+0.000000000000000000e+00j)  (-5.293852155334949350e-01-1.900869796116649857e-02j)  (6.525666236956191302e-01-2.352996543138316174e-02j)
 (-3.010093191529451762e+00+0.000000000000000000e+00j)  (6.961942022422675305e-03+0.000000000000000000e+00j)  (-5.419437698681671689e-01-2.187158591236109881e-02j)  (6.413099046080351640e-01-2.599182371704186409e-02j)
 (-2.980290288643021590e+00+0.000000000000000000e+00j)  (7.992875309802891653e-03+0.000000000000000000e+00j)  (-5.549679974945764815e-01-2.511035835433600080e-02j)  (6.299914467868039658e-01-2.862800805517685954e-02j)
 (-2.950782464002991823e+00+0.000000000000000000e+00j)  (9.156307430255302554e-03+0.000000000000000000e+00j)  (-5.684673593322896457e-01-2.876538815689970094e-02j)  (6.186225894824685101e-01-3.144072591164077252e-02j)
 (-2.921566796042565972e+00+0.000000000000000000e+00j)  (1.046603911969552422e-02+0.000000000000000000e+00j)  (-5.824492270263649241e-01-3.288003161061880258e-02j)  (6.072147616370414669e-01-3.443110386435028342e-02j)
 (-2.892640392121352377e+00+0.000000000000000000e+00j)  (1.193682901585279947e-02+0.000000000000000000e+00j)  (-5.969185299541475143e-01-3.750065434336059822e-02j)  (5.957797978196895938e-01-3.759916663685702876e-02j)
 (-2.864000388238962636e+00+0.000000000000000000e+00j)  (1.358439183959665557e-02+0.000000000000000000e+00j)  (-6.118782337556497586e-01-4.267662560676190042e-02j)  (5.843288877393015834e-01-4.094369931393830597e-02j)
 (-2.835643948751448207e+00+0.000000000000000000e+00j)  (1.542538509527432468e-02+0.000000000000000000e+00j)  (-6.273270443521542505e-01-4.846027649410730026e-02j)  (5.728743125244513124e-01-4.446247972667378284e-02j)
 (-2.807568266090542775e+00+0.000000000000000000e+00j)  (1.747738286574426411e-02+0.000000000000000000e+00j)  (-6.432607156453885588e-01-5.490681761499829894e-02j)  (5.614275359000640009e-01-4.815207771099067752e-02j)
