3.141592653589793307e-03 3.067215125017642595e-05 -1.929172272828340263e-03
9.424777960769379487e-03 3.063767690088412476e-05 -5.786941943269113299e-03
1.570796326794896697e-02 3.056885180714810104e-05 -9.643085505120578202e-03
2.199114857512855445e-02 3.046592469867185848e-05 -1.349652603811014873e-02
2.827433388230813846e-02 3.032926997771458931e-05 -1.734619664666264480e-02
3.455751918948772594e-02 3.015938716633889943e-05 -2.119104372035017503e-02
4.084070449666730995e-02 2.995689955335423577e-05 -2.503002969688568682e-02
4.712388980384690090e-02 2.972255232742138640e-05 -2.886213542147090735e-02
5.340707511102648491e-02 2.945721006048215770e-05 -3.268636215157696978e-02
5.969026041820607587e-02 2.916185324441868633e-05 -3.650173324611317299e-02
6.597344572538565988e-02 2.883757356744302044e-05 -4.030729557215283199e-02
7.225663103256524389e-02 2.848556770156664651e-05 -4.410212065855062535e-02
7.853981633974482790e-02 2.810712949676116758e-05 -4.788530562290454345e-02
8.482300164692442579e-02 2.770364062327701688e-05 -5.165597389591991551e-02
9.110618695410400980e-02 2.727655982979160538e-05 -5.541327576511458075e-02
9.738937226128359381e-02 2.682741108228612028e-05 -5.915638875787472550e-02
1.036725575684631778e-01 2.635777090869653405e-05 -6.288451788209073468e-02
1.099557428756427618e-01 2.586925529966969936e-05 -6.659689574095460640e-02
1.162389281828223458e-01 2.536350650631849965e-05 -7.029278253697553158e-02
1.225221134900019437e-01 2.484218005455372894e-05 -7.397146597886200547e-02
1.288052987971815277e-01 2.430693224794191920e-05 -7.763226110361967636e-02
1.350884841043611118e-01 2.375940838460303137e-05 -8.127451002502185384e-02
1.413716694115406958e-01 2.320123186361889813e-05 -8.489758161851264362e-02
1.476548547187202798e-01 2.263399430415931348e-05 -8.850087115160187867e-02
1.539380400258998638e-01 2.205924675648472842e-05 -9.208379986789291816e-02
1.602212253330794478e-01 2.147849204232331162e-05 -9.564581453204898387e-02
1.665044106402590318e-01 2.089317823289356041e-05 -9.918638694224059249e-02
1.727875959474386436e-01 2.030469323764949946e-05 -1.027050134159229605e-01
1.790707812546182276e-01 1.971436046214294742e-05 -1.062012142541617216e-01
1.853539665617978116e-01 1.912343547391272795e-05 -1.096745331891511993e-01
1.916371518689773956e-01 1.853310360401437204e-05 -1.131245368190498535e-01
1.979203371761569796e-01 1.794447840469828878e-05 -1.165508140337861986e-01
2.042035224833365636e-01 1.735860088157952156e-05 -1.199529754350608102e-01
2.104867077905161477e-01 1.677643941306331544e-05 -1.233306527533838681e-01
2.167698930976957317e-01 1.619889027659082064e-05 -1.266834982646383168e-01
2.230530784048753157e-01 1.562677869879906510e-05 -1.300111842083433999e-01
2.293362637120548997e-01 1.506086035379466995e-05 -1.333134022095083804e-01
2.356194490192345115e-01 1.450182323757114428e-05 -1.365898627057104131e-01
2.419026343264140955e-01 1.395028985104041851e-05 -1.398402943807997012e-01
2.481858196335936795e-01 1.340681963119921862e-05 -1.430644436064282543e-01
2.544690049407732357e-01 1.287191157525221392e-05 -1.462620738924122199e-01
2.607521902479528197e-01 1.234600700781514527e-05 -1.494329653467721675e-01
2.670353755551324038e-01 1.182949244701107603e-05 -1.525769141461468248e-01
2.733185608623120433e-01 1.132270253043541781e-05 -1.556937320171426498e-01
2.796017461694916273e-01 1.082592296873775581e-05 -1.587832457290653254e-01
2.858849314766712113e-01 1.033939349559544242e-05 -1.618452965983726288e-01
2.921681167838507953e-01 9.863310790347960754e-06 -1.648797400050970585e-01
2.984513020910303793e-01 9.397831354029664855e-06 -1.678864449214051147e-01
3.047344873982099633e-01 8.943074316762989896e-06 -1.708652934523863798e-01
3.110176727053895473e-01 8.499124169267908451e-06 -1.738161803891059565e-01
3.173008580125691314e-01 8.066033400751850555e-06 -1.767390127738959760e-01
3.235840433197487154e-01 7.643825038295055420e-06 -1.796337094778166221e-01
3.298672286269282994e-01 7.232495080681498719e-06 -1.825002007901754542e-01
3.361504139341078834e-01 6.832014820541368354e-06 -1.853384280199585066e-01
3.424335992412874674e-01 6.442333054138966738e-06 -1.881483431089980840e-01
3.487167845484670514e-01 6.063378175447631892e-06 -1.909299082566760231e-01
3.549999698556466354e-01 5.695060155788406723e-06 -1.936830955559415701e-01
3.612831551628262194e-01 5.337272409004725482e-06 -1.964078866404054546e-01
3.675663404700058035e-01 4.989893543727408440e-06 -1.991042723422587757e-01
3.738495257771853875e-01 4.652789006116164516e-06 -2.017722523607545781e-01
3.801327110843649715e-01 4.325812614937210154e-06 -2.044118349409816127e-01
