# w   A_w   G_w   Sigma_w  (D: 1, T: 0.001, U: 3.12, half-filling)
 (-5.000000000000000000e+00+0.000000000000000000e+00j)  (1.932054402238196120e-07+0.000000000000000000e+00j)  (-2.259614064443581927e-01-6.069727916407330448e-07j)  (1.043815668410839725e+00-4.791728503036518935e-06j)
 (-4.950495049504950451e+00+0.000000000000000000e+00j)  (2.345357891725049355e-07+0.000000000000000000e+00j)  (-2.288410008655719918e-01-7.368159122682250497e-07j)  (1.038466577740564167e+00-5.501738599081574491e-06j)
 (-4.901480247034604609e+00+0.000000000000000000e+00j)  (2.859153089031663850e-07+0.000000000000000000e+00j)  (-2.317716319887639931e-01-8.982294339990430399e-07j)  (1.033065998351756054e+00-6.341951230729260556e-06j)
 (-4.852950739638222544e+00+0.000000000000000000e+00j)  (3.499249648621524921e-07+0.000000000000000000e+00j)  (-2.347560969004837961e-01-1.099321698918599970e-06j)  (1.027603172211955851e+00-7.340664338341662487e-06j)
 (-4.804901722414081533e+00+0.000000000000000000e+00j)  (4.298015344339538815e-07+0.000000000000000000e+00j)  (-2.377959913901747935e-01-1.350261343079330006e-06j)  (1.022077293062168657e+00-8.532628482868096149e-06j)
 (-4.757328438033743723e+00+0.000000000000000000e+00j)  (5.295963231165115856e-07+0.000000000000000000e+00j)  (-2.408930052153926971e-01-1.663775918070999945e-06j)  (1.016487361359698971e+00-9.960348493956106011e-06j)
 (-4.710226176271032905e+00+0.000000000000000000e+00j)  (6.543696844307577262e-07+0.000000000000000000e+00j)  (-2.440488748300926047e-01-2.055762993339540129e-06j)  (1.010832456618344866e+00-1.167570064879456995e-05j)
 (-4.663590273535676012e+00+0.000000000000000000e+00j)  (8.104287356834543171e-07+0.000000000000000000e+00j)  (-2.472655967642964081e-01-2.546036962281200001e-06j)  (1.005110887541045717e+00-1.374182624218079959e-05j)
 (-4.617416112411560469e+00+0.000000000000000000e+00j)  (1.005617023446299518e-06+0.000000000000000000e+00j)  (-2.505449939119492875e-01-3.159239053183730199e-06j)  (9.993220115199558107e-01-1.623542297548360376e-05j)
 (-4.571699121199564786e+00+0.000000000000000000e+00j)  (1.249666467694379493e-06+0.000000000000000000e+00j)  (-2.538891715083840817e-01-3.925942994346170371e-06j)  (9.934643712574231511e-01-1.924935732066111860e-05j)
