3.141592653589793394e-02 8.126060743671170705e-06 -1.980837131305976384e-02
9.424777960769378793e-02 6.173692064473379482e-06 -5.881766768295893649e-02
1.570796326794896558e-01 2.759634904050956017e-06 -9.630105701654338712e-02
2.199114857512855237e-01 -1.370372841952294252e-06 -1.314267233960822179e-01
2.827433388230813915e-01 -5.420022125848800165e-06 -1.636245301967574339e-01
3.455751918948772317e-01 -8.764626888424498219e-06 -1.925849609320305078e-01
4.084070449666731273e-01 -1.105385310179451963e-05 -2.182229000658341411e-01
4.712388980384689119e-01 -1.220544061161787930e-05 -2.406200637850646751e-01
5.340707511102649185e-01 -1.233356491399384414e-05 -2.599654689424747422e-01
5.969026041820606476e-01 -1.165981561337958716e-05 -2.765057509614733400e-01
6.597344572538565988e-01 -1.043794964357414035e-05 -2.905093782039280259e-01
7.225663103256523279e-01 -8.904125876646462601e-06 -3.022438363988615428e-01
7.853981633974482790e-01 -7.251470787089653314e-06 -3.119627664769069053e-01
8.482300164692441191e-01 -5.622418041265064836e-06 -3.198998150673866836e-01
9.110618695410400703e-01 -4.111693773366231763e-06 -3.262665704994043847e-01
9.738937226128357993e-01 -2.774361744332931590e-06 -3.312527545539178386e-01
1.036725575684631862e+00 -1.635299924064581578e-06 -3.350275228414978934e-01
1.099557428756427591e+00 -6.981055615945530590e-07 -3.377412140082288183e-01
1.162389281828223542e+00 4.746224803453547025e-08 -3.395271985922401203e-01
1.225221134900019271e+00 6.197310673389244684e-07 -3.405036600712703088e-01
1.288052987971815000e+00 1.040939989954692280e-06 -3.407752391846976536e-01
1.350884841043610951e+00 1.334382139589473937e-06 -3.404345219987655602e-01
1.413716694115406902e+00 1.522573574531949081e-06 -3.395633745962965966e-01
1.476548547187202853e+00 1.626180000900701028e-06 -3.382341359353637222e-01
1.539380400258998582e+00 1.663477265850810127e-06 -3.365106826559147724e-01
1.602212253330794534e+00 1.650170351863433638e-06 -3.344493791927847792e-01
1.665044106402590485e+00 1.599440065787327558e-06 -3.320999252702232507e-01
