# w   G_w   Sigma_w    chi_NN_w    chi_SS_w  (D: 1, T: 0.0001, U: 2.245, half-filling)
-5.000000000000000000e+00 8.579473328325829432e-06 -2.147440718362076950e-01 -2.695321037993799601e-05 8.328919083511249211e-01 -5.777396411638870306e-04 -4.248447955324869373e-03 -4.276792979202249440e-05 -9.593075016269201867e-04 -9.684379948624287506e-06
-4.950495049504950451e+00 9.650113328484279449e-06 -2.172845495602917509e-01 -3.031672513907515513e-05 8.285860394385002881e-01 -6.345532218344001815e-04 -4.428902327339659037e-03 -4.765653080126716309e-05 -9.978444431727913344e-04 -1.073591073348234700e-05
-4.901480247034604609e+00 1.085922231641678362e-05 -2.198100026407292518e-01 -3.411525305295330136e-05 8.253556479125417900e-01 -6.975508185389450808e-04 -4.528923631472059341e-03 -5.305081332019928353e-05 -1.018017483992353107e-03 -1.188820284343629248e-05
-4.852950739638222544e+00 1.221496024219189143e-05 -2.223760347784988767e-01 -3.837442936076144485e-05 8.220305852513013489e-01 -7.664139549428189077e-04 -4.635352076510558007e-03 -5.899690677599459177e-05 -1.039468382409788937e-03 -1.314935671391256772e-05
-4.804901722414081533e+00 1.373490259355771272e-05 -2.249822712955573678e-01 -4.314946908569230327e-05 8.186383505853102038e-01 -8.416821272754234457e-04 -4.746195975964732569e-03 -6.554450289679490758e-05 -1.061733667823538908e-03 -1.452795773366781386e-05
-4.757328438033743723e+00 1.543852719268093914e-05 -2.276292955407388519e-01 -4.850156361077269211e-05 8.151863381437784994e-01 -9.239253930711254816e-04 -4.860933115260964409e-03 -7.274707260714817188e-05 -1.084682675389975941e-03 -1.603308874651735789e-05
-4.710226176271032905e+00 1.734753229635349118e-05 -2.303179476634333867e-01 -5.449888002013580229e-05 8.116770988202055559e-01 -1.013757366805341205e-03 -4.979402623643128419e-03 -8.066209202923138436e-05 -1.108265809359682995e-03 -1.767434120746963784e-05
-4.663590273535676012e+00 1.948610400485097525e-05 -2.330491869491897461e-01 -6.121740118872646616e-05 8.081113913666720938e-01 -1.111840353428953645e-03 -5.101571469966986391e-03 -8.935127782768774126e-05 -1.132462918580231940e-03 -1.946182480632363196e-05
-4.617416112411560469e+00 2.188120935392405468e-05 -2.358240372197446533e-01 -6.874184655794807544e-05 8.044893727797679528e-01 -1.218890091322457226e-03 -5.227470727629920412e-03 -9.888083215745301438e-05 -1.157267012045547954e-03 -2.140617536757507378e-05
-4.571699121199564786e+00 2.456287842210136760e-05 -2.386436234045135052e-01 -7.716655840189290752e-05 8.008100586829161038e-01 -1.335677540800413090e-03 -5.357162455419983357e-03 -1.093216974988493875e-04 -1.182677498479580997e-03 -2.351856083267637171e-05
-4.526434773464915295e+00 2.756459243112377658e-05 -2.415090696004700277e-01 -8.659672108081526570e-05 7.970732084892963032e-01 -1.463036441185230734e-03 -5.490728859082902313e-03 -1.207498216922998734e-04 -1.208697754576072963e-03 -2.581068512946301172e-05
-4.481618587589024649e+00 3.092359743647807839e-05 -2.444216104188807748e-01 -9.714934652900767895e-05 7.932774349687466975e-01 -1.601862697759284717e-03 -5.628264223754549621e-03 -1.332464335160488827e-04 -1.235332984104461993e-03 -2.829478973403530513e-05
-4.437246126325766760e+00 3.468138800789887042e-05 -2.473824770730796985e-01 -1.089547937819122445e-04 7.894222065499962859e-01 -1.753123608828763974e-03 -5.769872017544037078e-03 -1.468983291837848741e-04 -1.262589694293498070e-03 -3.098365273271692824e-05
-4.393312996362145562e+00 3.888408513639088663e-05 -2.503930088802226450e-01 -1.221579562060456751e-04 7.855060328875431708e-01 -1.917856634152291994e-03 -5.915662393128402578e-03 -1.617981701745199816e-04 -1.290475134142923894e-03 -3.389058519602473131e-05
-4.349814847883312297e+00 4.358299033403269972e-05 -2.534545700915851185e-01 -1.369200022548720808e-04 7.815278909775105198e-01 -2.097177638177746307e-03 -6.065751337922991974e-03 -1.780447928437023711e-04 -1.318996948496065991e-03 -3.702942468299370122e-05
-4.306747374141893125e+00 4.883511453321109024e-05 -2.565685851249739358e-01 -1.534200370547520939e-04 7.774866848289505583e-01 -2.292283776376704239e-03 -6.220262199537476659e-03 -1.957435303013779098e-04 -1.348162559927430998e-03 -4.041452570280789426e-05
-4.264106311031577334e+00 5.470375772418267535e-05 -2.597365558601154589e-01 -1.718569233900481968e-04 7.733810439569392958e-01 -2.504456552502301245e-03 -6.379312265360621327e-03 -2.150065470791002640e-04 -1.377979705692570014e-03 -4.406074697157622895e-05
-4.221887436664927939e+00 6.125918990115219412e-05 -2.629600279261117279e-01 -1.924514209583217533e-04 7.692098800743143450e-01 -2.735067914615888114e-03 -6.543035590744828919e-03 -2.359531871408331125e-04 -1.408455744533058983e-03 -4.798343531530648433e-05
-4.180086570955373837e+00 6.857932193374113503e-05 -2.662406439081053122e-01 -2.154482939752105225e-04 7.649716618346623642e-01 -2.985581359589250042e-03 -6.711560656118242298e-03 -2.587103358226684421e-04 -1.439597824378848964e-03 -5.219840608572539373e-05
-4.138699575203339975e+00 7.675061360852887830e-05 -2.695800352838606528e-01 -2.411191638710631288e-04 7.606659771291854888e-01 -3.257563961497217993e-03 -6.885021790735286126e-03 -2.834127963099497050e-04 -1.471412785412479912e-03 -5.672191997356536671e-05
-4.097722351686475584e+00 8.586866342088331802e-05 -2.729800298649518453e-01 -2.697643621766216207e-04 7.562907121157310675e-01 -3.552674165463242523e-03 -7.063556253758430416e-03 -3.102036812761950696e-04 -1.503906933163097958e-03 -6.157065612426339545e-05
-4.057150843253936046e+00 9.603941066699813540e-05 -2.764424347187679487e-01 -3.017167070065345305e-04 7.518450984918866320e-01 -3.872682450093159045e-03 -7.247300006077866431e-03 -3.392348203137933449e-04 -1.537086056680129998e-03 -6.676168148366093185e-05
-4.016981032924689110e+00 1.073799458784698582e-04 -2.799691804806556661e-01 -3.373440491146705023e-04 7.473277972235002897e-01 -4.219462893559606728e-03 -7.436396487688769208e-03 -3.706671837790884443e-04 -1.570955450182218941e-03 -7.231241632615487407e-05
-3.977208943489791260e+00 1.200196873325339101e-04 -2.835622589191242326e-01 -3.770529680100324910e-04 7.427377846399587646e-01 -4.595001377811653090e-03 -7.630987532666791417e-03 -4.046713236515417670e-04 -1.605519758705846976e-03 -7.824059594473086984e-05
-3.937830637118605370e+00 1.341015083584472928e-04 -2.872237589827157933e-01 -4.212923134942082176e-04 7.380739423800222188e-01 -5.001394941036779035e-03 -7.831216124555286442e-03 -4.414278319649511282e-04 -1.640782977778936077e-03 -8.456422851124077147e-05
-3.898842214968916142e+00 1.497829791161613274e-04 -2.909558834244068137e-01 -4.705571068241258537e-04 7.333349358031253651e-01 -5.440851815620685594e-03 -8.037228981297207114e-03 -4.811278173052166993e-04 -1.676750487042208936e-03 -9.130154914600976468e-05
-3.860239816800906887e+00 1.672379049378453734e-04 -2.947608382770487978e-01 -5.253933735544832201e-04 7.285205481682588413e-01 -5.915702850333675981e-03 -8.249172182382498789e-03 -5.239733997803618700e-04 -1.713418650025377897e-03 -9.847097026813052669e-05
-3.822019620594957257e+00 1.866574869296620494e-04 -2.986410571845548034e-01 -5.864017896757590942e-04 7.236291397108448598e-01 -6.428381791393967225e-03 -8.467191597284004154e-03 -5.701782247511641465e-04 -1.750795423972416939e-03 -1.060910283313905490e-04
-3.784177842173225059e+00 2.082521944506597817e-04 -3.025989857568003316e-01 -6.542435641801458424e-04 7.186601963497987189e-01 -6.981443383539622308e-03 -8.691434399370584832e-03 -6.199679954610590920e-04 -1.788879698694378993e-03 -1.141803270854027295e-04
