# w   A_w  (D: 1, T: 0.0001, U: 2.040, half-filling)
-5.000000000000000000e+00 8.496106092391415970e-06
-4.950495049504950451e+00 9.562396614807039356e-06
-4.901480247034604609e+00 1.076532342291035175e-05
-4.852950739638222544e+00 1.211283194703676234e-05
-4.804901722414081533e+00 1.362180123292601706e-05
-4.757328438033743723e+00 1.531086031742844299e-05
-4.710226176271032905e+00 1.720065731404630334e-05
-4.663590273535676012e+00 1.931410541968017565e-05
-4.617416112411560469e+00 2.167661522013228861e-05
-4.571699121199564786e+00 2.431637027100150779e-05
-4.526434773464915295e+00 2.726460445570055171e-05
-4.481618587589024649e+00 3.055592510076958360e-05
-4.437246126325766760e+00 3.422865246557061096e-05
-4.393312996362145562e+00 3.832520979478852585e-05
-4.349814847883312297e+00 4.289251727823230803e-05
-4.306747374141893125e+00 4.798247769781425023e-05
-4.264106311031577334e+00 5.365241622172713554e-05
-4.221887436664927939e+00 5.996567590400491094e-05
-4.180086570955373837e+00 6.699214661578416826e-05
-4.138699575203339975e+00 7.480900975423284370e-05
-4.097722351686475584e+00 8.350123812739463280e-05
-4.057150843253936046e+00 9.316252758445573725e-05
-4.016981032924689110e+00 1.038960235726168769e-04
-3.977208943489791260e+00 1.158152248024339937e-04
-3.937830637118605370e+00 1.290449134724690053e-04
-3.898842214968916142e+00 1.437221526753336561e-04
-3.860239816800906887e+00 1.599975728244788157e-04
-3.822019620594957257e+00 1.780361698300580986e-04
-3.784177842173225059e+00 1.980190551759973322e-04
-3.746710734824975297e+00 2.201444742040003925e-04
-3.709614588935619128e+00 2.446294115731147329e-04
-3.672885731619424998e+00 2.717112441517802830e-04
-3.636520526355866423e+00 3.016491587951314747e-04
-3.600515372629570887e+00 3.347263632426550643e-04
-3.564866705573832562e+00 3.712514966295067382e-04
-3.529570995617655971e+00 4.115613015080262947e-04
-3.494624748136292869e+00 4.560222160659566765e-04
-3.460024503105240345e+00 5.050329862625759338e-04
-3.425766834757663748e+00 5.590273666696016089e-04
-3.391848351245211557e+00 6.184765449780068062e-04
-3.358265694302189797e+00 6.838915252940505011e-04
-3.325015538913059121e+00 7.558270621061444856e-04
-3.292094592983227042e+00 8.348844550878581697e-04
-3.259499597013096217e+00 9.217146635715405076e-04
-3.227227323775342605e+00 1.017022653707136621e-03
-3.195274577995388832e+00 1.121570710932355639e-03
-3.163638196035038597e+00 1.236183043801314862e-03
-3.132315045579245893e+00 1.361750441359497890e-03
-3.101302025325986200e+00 1.499234682921388607e-03
-3.070596064679194104e+00 1.649674681265980323e-03
-3.040194123444746488e+00 1.814191185817377048e-03
-3.010093191529451762e+00 1.993994060679009795e-03
-2.980290288643021590e+00 2.190387551711621503e-03
-2.950782464002991823e+00 2.404779548508161752e-03
-2.921566796042565972e+00 2.638688730864508815e-03
-2.892640392121352377e+00 2.893752793053628279e-03
-2.864000388238962636e+00 3.171741294786026809e-03
-2.835643948751448207e+00 3.474560625873517310e-03
-2.807568266090542775e+00 3.804271782489553316e-03
-2.779770560485685937e+00 4.163101429172611292e-03
-2.752248079688798033e+00 4.553456615958856833e-03
-2.724998098701780336e+00 4.977939407426959159e-03
-2.698017919506713103e+00 5.439369886591174062e-03
-2.671304870798725695e+00 5.940801030561146390e-03
-2.644856307721510369e+00 6.485546569877841117e-03
-2.618669611605455749e+00 7.077202821292752875e-03
-2.592742189708372003e+00 7.719682657486635728e-03
-2.567071474958784183e+00 8.417242122820635733e-03
-2.541654925701766654e+00 9.174520680578533011e-03
-2.516490025447293721e+00 9.996584143944090353e-03
-2.491574282621082936e+00 1.088896737174194218e-02
-2.466905230317903985e+00 1.185772265762896280e-02
-2.442480426057330511e+00 1.290950457155773216e-02
-2.418297451541911336e+00 1.405159635001312392e-02
-2.394353912417733987e+00 1.529201335484024586e-02
-2.370647438037360555e+00 1.663957990267752457e-02
-2.347175681225109223e+00 1.810402375955308049e-02
-2.323936318044662386e+00 1.969607908668690940e-02
-2.300927047568972483e+00 2.142761208837337325e-02
-2.278145591652447788e+00 2.331173639707582665e-02
-2.255589694705393722e+00 2.536296123953568626e-02
-2.233257123470687056e+00 2.759733953401316206e-02
-2.211145666802660337e+00 3.003263911737720157e-02
-2.189253135448178345e+00 3.268846883589790475e-02
-2.167577361829879479e+00 3.558647040690351981e-02
-2.146116199831563875e+00 3.875042255770052430e-02
-2.124867524585706935e+00 4.220637201230262314e-02
-2.103829232263076054e+00 4.598260721530571249e-02
-2.082999239864431917e+00 5.010962653369000624e-02
-2.062375485014289023e+00 5.461985941960310897e-02
-2.041955925756721690e+00 5.954717255829536371e-02
-2.021738540353189784e+00 6.492608555858765673e-02
-2.001721327082365942e+00 7.079042543336468152e-02
-1.981902304041946561e+00 7.717159759611200154e-02
-1.962279508952422313e+00 8.409615914368991085e-02
-1.942850998962794451e+00 9.158278477549688934e-02
-1.923614850458212233e+00 9.963873088485873664e-02
-1.904569158869517054e+00 1.082563055419510228e-01
-1.885712038484670394e+00 1.174095898328396115e-01
-1.867041622262049838e+00 1.270524112168382458e-01
-1.848556061645593829e+00 1.371181082266758611e-01
-1.830253526381776075e+00 1.475216586006917185e-01
-1.812132204338392061e+00 1.581640776231479639e-01
-1.794190301325140569e+00 1.689385147026529199e-01
-1.776426040915980664e+00 1.797369911929549979e-01
-1.758837664273248169e+00 1.904561485539888743e-01
-1.741423429973512960e+00 2.010045042097310108e-01
-1.724181613835161331e+00 2.113010241028138170e-01
-1.707110508747684552e+00 2.212810266820105787e-01
-1.690208424502657847e+00 2.308936228707528515e-01
-1.673473687626393813e+00 2.401011887570322634e-01
-1.656904641214251184e+00 2.488776410068813949e-01
-1.640499644766585385e+00 2.572066106701442756e-01
-1.624257074026322245e+00 2.650794253130604461e-01
-1.608175320818140852e+00 2.724938331292275917e-01
-1.592252792889248258e+00 2.794521085183233056e-01
-1.576487913751730918e+00 2.859598572038122843e-01
-1.560879122526466212e+00 2.920254655739658589e-01
-1.545424873788580289e+00 2.976589574081277001e-01
-1.530123637414436022e+00 3.028715337982007538e-01
-1.514973898430134636e+00 3.076750825839391079e-01
-1.499974156861519470e+00 3.120818329460612328e-01
-1.485122927585662778e+00 3.161041164527587100e-01
-1.470418740183824458e+00 3.197541818737197339e-01
-1.455860138795865844e+00 3.230440265416325007e-01
-1.441445681976104787e+00 3.259853471285036330e-01
-1.427173942550598706e+00 3.285894523415648916e-01
-1.413043507475840288e+00 3.308672308897134262e-01
-1.399052977698851841e+00 3.328291348878604228e-01
-1.385200968018665213e+00 3.344851739987185213e-01
-1.371486106949173500e+00 3.358449120810833577e-01
-1.357907036583340110e+00 3.369174430215244320e-01
-1.344462412458752532e+00 3.377116100866170978e-01
-1.331150903424507481e+00 3.382356223060711264e-01
-1.317971191509413442e+00 3.384974508611754418e-01
-1.304921971791498381e+00 3.385047034888149509e-01
-1.292001952268810205e+00 3.382648077948917087e-01
-1.279209853731495317e+00 3.377845693245129510e-01
-1.266544409635143920e+00 3.370708172378871215e-01
-1.254004365975390112e+00 3.361301133926483664e-01
-1.241588481163752533e+00 3.349686493915335350e-01
-1.229295525904705366e+00 3.335925923929831116e-01
-1.217124283073965696e+00 3.320079163795176536e-01
-1.205073547597985906e+00 3.302204895863574130e-01
-1.193142126334639563e+00 3.282360846529102649e-01
-1.181328837955088584e+00 3.260604159838724758e-01
-1.169632512826820347e+00 3.236991800443271283e-01
-1.158051992897841886e+00 3.211580649721495484e-01
-1.146586131582021606e+00 3.184428026816581436e-01
-1.135233793645565870e+00 3.155591709343754103e-01
-1.123993855094619576e+00 3.125130483021860694e-01
-1.112865203063979846e+00 3.093104218341725664e-01
-1.101846735706910829e+00 3.059574185927610990e-01
-1.090937362086050300e+00 3.024603335196663911e-01
-1.080136002065396283e+00 2.988256417891573813e-01
-1.069441586203362604e+00 2.950600308845185982e-01
-1.058853055646893582e+00 2.911704096522481078e-01
-1.048369362026627227e+00 2.871639130584399124e-01
-1.037989467353096273e+00 2.830479596484526961e-01
-1.027712343913956605e+00 2.788301610268456021e-01
-1.017536974172234210e+00 2.745184179566947380e-01
-1.007462350665578432e+00 2.701208860574832449e-01
-9.974874759065133212e-01 2.656460014371505585e-01
-9.876113622836765193e-01 2.611021556913806219e-01
-9.778330319640361479e-01 2.564983593769777359e-01
-9.681515167960753621e-01 2.518435216544632760e-01
-9.585658582139360284e-01 2.471467284897626848e-01
-9.490751071425108654e-01 2.424174222003649681e-01
-9.396783239034760538e-01 2.376643076262034415e-01
-9.303745781222535483e-01 2.328971191862211909e-01
-9.211629486358945407e-01 2.281250032009249640e-01
-9.120425234018757488e-01 2.233570432088889945e-01
-9.030123994077977612e-01 2.186022198712032905e-01
-8.940716825819780000e-01 2.138693007821604597e-01
-8.852194877049287536e-01 2.091667853480199679e-01
-8.764549383217116185e-01 2.045028793624664720e-01
-8.677771666551600260e-01 1.998854319594561835e-01
-8.591853135199604141e-01 1.953217631122702302e-01
-8.506785282375846080e-01 1.908189732289915230e-01
