# w   G_w   Sigma_w    chi_NN_w    chi_SS_w  (D: 1, T: 0.001, U: 2.42, half-filling)
-5.000000000000000000e+00 7.138831507142734575e-06 -2.165230455189828263e-01 -2.242730061805496555e-05 8.825767419193312202e-01 -4.727684727059982975e-04 -1.385932519195227051e-03 -5.348153796061150776e-05 -3.366133392900867868e-04 -1.532783942569482811e-05
-4.950495049504950451e+00 7.900702976644073062e-06 -2.191099917808934094e-01 -2.482079042962002761e-05 8.782002279982772386e-01 -5.107956284329883507e-04 -1.522072324468303102e-03 -5.967501425983821759e-05 -3.736127895136439150e-04 -1.701386723075298750e-05
-4.901480247034604609e+00 8.747872650993207354e-06 -2.216925534211338089e-01 -2.748225245489933043e-05 8.746942413351168621e-01 -5.523074762446191898e-04 -1.555260977271029008e-03 -6.651015942529146178e-05 -3.810468332122257879e-04 -1.886368210876675309e-05
-4.852950739638222544e+00 9.685377211438467529e-06 -2.243171170734754583e-01 -3.042750989470108594e-05 8.711030118718864346e-01 -5.970953589589985538e-04 -1.594031237939052019e-03 -7.404409409445133106e-05 -3.899974047434015003e-04 -2.089063430391868681e-05
-4.804901722414081533e+00 1.072347456465218187e-05 -2.269835725396891490e-01 -3.368878891326829682e-05 8.674492406507344766e-01 -6.454555154865136831e-04 -1.635814394607183059e-03 -8.233794470181168639e-05 -3.997208687980717892e-04 -2.310888169686467117e-05
-4.757328438033743723e+00 1.187360906544755471e-05 -2.296926089869941734e-01 -3.730204301160720479e-05 8.637392569632489359e-01 -6.977056675995314990e-04 -1.679871405294551924e-03 -9.145700768546165770e-05 -4.099995572839654234e-04 -2.553340977004746418e-05
-4.710226176271032905e+00 1.314861439142422967e-05 -2.324451690523314795e-01 -4.130759037698338715e-05 8.599748195401163420e-01 -7.541930103208667815e-04 -1.725907859183526023e-03 -1.014709078411589943e-04 -4.207437263406840029e-04 -2.818004896822779611e-05
-4.663590273535676012e+00 1.456292647597459987e-05 -2.352422569776795314e-01 -4.575078283169009725e-05 8.561570697712834743e-01 -8.153001868000972312e-04 -1.773789074418452094e-03 -1.124537491098276653e-04 -4.319097481542935775e-04 -3.106548908225661553e-05
-4.617416112411560469e+00 1.613276197665485225e-05 -2.380850143554980036e-01 -5.068256650797163705e-05 8.522853053546514124e-01 -8.814465756730597082e-04 -1.823452024337663974e-03 -1.244842559629195976e-04 -4.434743802276116197e-04 -3.420729027221002238e-05
-4.571699121199564786e+00 1.787638178792717980e-05 -2.409746011726667803e-01 -5.616030969771840242e-05 8.483592432546328554e-01 -9.530945434082448674e-04 -1.874867209548583893e-03 -1.376459034326641968e-04 -4.554243318611124925e-04 -3.762389033657219064e-05
