# w   A_w   G_w   Sigma_w  (D: 1, T: 0.01, U: 1.51, half-filling)
 (-5.000000000000000000e+00+0.000000000000000000e+00j)  (1.258476062170077319e-06+0.000000000000000000e+00j)  (-2.076113066237033067e-01-3.953619151632119777e-06j)  (6.261437445741098173e-01-4.327243105518416337e-05j)
 (-4.950495049504950451e+00+0.000000000000000000e+00j)  (1.474408263589666252e-06+0.000000000000000000e+00j)  (-2.098684627369707123e-01-4.631990169285369733e-06j)  (6.245670856094537315e-01-4.987030936289244231e-05j)
 (-4.901480247034604609e+00+0.000000000000000000e+00j)  (1.725347978501956170e-06+0.000000000000000000e+00j)  (-2.121465857126809962e-01-5.420340534147739785e-06j)  (6.230522850645769939e-01-5.740734556730452939e-05j)
 (-4.852950739638222544e+00+0.000000000000000000e+00j)  (2.016610695397913880e-06+0.000000000000000000e+00j)  (-2.144542806926209022e-01-6.335369345812680273e-06j)  (6.215103279167134565e-01-6.600153127424873592e-05j)
 (-4.804901722414081533e+00+0.000000000000000000e+00j)  (2.354258075124651186e-06+0.000000000000000000e+00j)  (-2.167919189206415076e-01-7.396119873466039850e-06j)  (6.199427153516924305e-01-7.578837782959568108e-05j)
 (-4.757328438033743723e+00+0.000000000000000000e+00j)  (2.745192906046412628e-06+0.000000000000000000e+00j)  (-2.191600200176173907e-01-8.624277866322220358e-06j)  (6.183494771374656862e-01-8.691875374646836777e-05j)
 (-4.710226176271032905e+00+0.000000000000000000e+00j)  (3.197264677580278929e-06+0.000000000000000000e+00j)  (-2.215591551538222126e-01-1.004450322266830070e-05j)  (6.167301452117311955e-01-9.956038941236087993e-05j)
 (-4.663590273535676012e+00+0.000000000000000000e+00j)  (3.719386762135994490e-06+0.000000000000000000e+00j)  (-2.239899254066748946e-01-1.168479812778559935e-05j)  (6.150842254803500220e-01-1.138994692436393893e-04j)
 (-4.617416112411560469e+00+0.000000000000000000e+00j)  (4.321666265521482163e-06+0.000000000000000000e+00j)  (-2.264529489727689082e-01-1.357691499102909922e-05j)  (6.134109758581874905e-01-1.301423043786594045e-04j)
 (-4.571699121199564786e+00+0.000000000000000000e+00j)  (5.015547679210300851e-06+0.000000000000000000e+00j)  (-2.289475898039763924e-01-1.575680774273639857e-05j)  (6.117134149590343073e-01-1.485182127762410878e-04j)
 (-4.526434773464915295e+00+0.000000000000000000e+00j)  (5.813971544734745869e-06+0.000000000000000000e+00j)  (-2.314771035213208095e-01-1.826513029311879841e-05j)  (6.099836282410739940e-01-1.692772076314594558e-04j)
