# w   G_w   Sigma_w    chi_NN_w    chi_SS_w  (D: 1, T: 0.0001, U: 1.88, half-filling)
-5.736845789963527370e-02 4.550459866832540223e-01 -1.187452078189251026e+00 -1.429569128809629719e+00 -1.262576133385341359e-01 -2.327859529824219398e-01 1.352708400258815669e+00 -1.811367537214170209e-01 4.797744594242382699e-02 -8.298492439467270929e-04 -3.123308069261175879e-01 -1.592212241962233099e+00
-5.680045336597552147e-02 4.584578141124320827e-01 -1.188881784648480266e+00 -1.440287700796451631e+00 -1.258851133650406018e-01 -2.336280290659227266e-01 1.349946640477960758e+00 -1.793140518812009754e-01 4.797755534275067318e-02 -8.217567450800014779e-04 -3.039895255107057936e-01 -1.613452584886674979e+00
-5.623807263957972258e-02 4.618829263908184046e-01 -1.190260336891427961e+00 -1.451048008367950226e+00 -1.255160737238083524e-01 -2.344619181197976077e-01 1.347203179673800655e+00 -1.775031303421258366e-01 4.797765277031432185e-02 -8.137188916064938809e-04 -2.953421472064282072e-01 -1.634799424033446469e+00
-5.568126003918784372e-02 4.653215429877992637e-01 -1.191586569498320536e+00 -1.461850741007537202e+00 -1.251506704583797425e-01 -2.352878058403683470e-01 1.344477763811305682e+00 -1.757039107381112020e-01 4.797773833911202213e-02 -8.057362403780711111e-04 -2.863843919759114787e-01 -1.656248350275595138e+00
-5.512996043483944786e-02 4.687738701701079091e-01 -1.192859228025623830e+00 -1.472696546721266486e+00 -1.247890767696739900e-01 -2.361058782101678188e-01 1.341770150517188620e+00 -1.739163286665978969e-01 4.797781219023874305e-02 -7.978092980200367267e-04 -2.771118388143548050e-01 -1.677794801893664589e+00
-5.458411924241529656e-02 4.722401532697734217e-01 -1.194077063338732314e+00 -1.483586196242438149e+00 -1.244314629785084336e-01 -2.369163373595934430e-01 1.339080069192875255e+00 -1.721402820458809435e-01 4.797787443455910766e-02 -7.899385223222324609e-04 -2.675203552828169795e-01 -1.699434064338492867e+00
-5.404368241823296476e-02 4.757205851950910835e-01 -1.195238672139700586e+00 -1.494520295610335392e+00 -1.240779972730581826e-01 -2.377193751783628906e-01 1.336407290571798967e+00 -1.703757170550194155e-01 4.797792522632764178e-02 -7.821243236881276605e-04 -2.576058765128261818e-01 -1.721161270195708859e+00
-5.350859645369600293e-02 4.792153752160419611e-01 -1.196342602968320623e+00 -1.505499502265993605e+00 -1.237288442631009899e-01 -2.385151935042935101e-01 1.333751571507731493e+00 -1.686225658522430004e-01 4.797796486582987796e-02 -7.743670666361553417e-04 -2.473642360817489005e-01 -1.742971399360204954e+00
-5.297880836999604298e-02 4.827247249167952448e-01 -1.197387329539559175e+00 -1.516524449504757621e+00 -1.233841662528551431e-01 -2.393039981980908948e-01 1.331112674779471927e+00 -1.668807635830511504e-01 4.797799345137675892e-02 -7.666670713474793130e-04 -2.367915315741304927e-01 -1.764859279428057537e+00
-5.245426571286736922e-02 4.862488621637512942e-01 -1.198371297348763242e+00 -1.527595853190036879e+00 -1.230441224660730470e-01 -2.400860085455981952e-01 1.328490343035550136e+00 -1.651502196971700309e-01 4.797801119313836737e-02 -7.590246152544108567e-04 -2.258838089245840119e-01 -1.786819586312705654e+00
-5.193491654739343377e-02 4.897879696322905430e-01 -1.199292804843744786e+00 -1.538714287213464704e+00 -1.227088693926579599e-01 -2.408614381629787249e-01 1.325884349786663918e+00 -1.634308813314337971e-01 4.797801829958150271e-02 -7.514399346637000736e-04 -2.146372700512572118e-01 -1.808846845091282463e+00
-5.142070945286478234e-02 4.933422370544305324e-01 -1.200150089395139785e+00 -1.549880347635753219e+00 -1.223785603866290317e-01 -2.416305100378766113e-01 1.323294460515942905e+00 -1.617226849634019192e-01 4.797801498349314048e-02 -7.439132264089010852e-04 -2.030482409255600917e-01 -1.830935431086422982e+00
-5.091159351768790448e-02 4.969118325500148647e-01 -1.200941270840292896e+00 -1.561094562620968018e+00 -1.220533450526625208e-01 -2.423934491457699347e-01 1.320720450854508954e+00 -1.600255832793934241e-01 4.797800146500721258e-02 -7.364446495261124182e-04 -1.911131148828666138e-01 -1.853079571187526309e+00
-5.040751833434446022e-02 5.004969523292874811e-01 -1.201664474765247848e+00 -1.572357548581770237e+00 -1.217333719969874162e-01 -2.431504974535533270e-01 1.318162077692563550e+00 -1.583394884478968034e-01 4.797797793161329843e-02 -7.290343269473968223e-04 -1.788283463684985919e-01 -1.875273345415104265e+00
-4.990843399440045292e-02 5.040976523791405040e-01 -1.202317429494585532e+00 -1.583669481406169144e+00 -1.214187795247673729e-01 -2.439018672677226718e-01 1.315619172647456647e+00 -1.566644530042973216e-01 4.797794465141431292e-02 -7.216823472062364924e-04 -1.661906326077562113e-01 -1.897510688730428496e+00
-4.941429108356480693e-02 5.077141818991918187e-01 -1.202898237840113627e+00 -1.595031143977852839e+00 -1.211097119757969520e-01 -2.446478345798174248e-01 1.313091451462225834e+00 -1.550003154529198124e-01 4.797790181325776310e-02 -7.143887661495221253e-04 -1.531966836553182998e-01 -1.919785393092109382e+00
-4.892504067679683682e-02 5.113466161206990934e-01 -1.203404554334618126e+00 -1.606442772642788341e+00 -1.208063029344318973e-01 -2.453886388476922420e-01 1.310578724693513664e+00 -1.533470797504224992e-01 4.797784963759207238e-02 -7.071536086505675247e-04 -1.398433913785437910e-01 -1.942091109760197387e+00
-4.844063433346221248e-02 5.149950678127964698e-01 -1.203834051569640406e+00 -1.617904721675658575e+00 -1.205086839768209628e-01 -2.461245416173317158e-01 1.308080773644517247e+00 -1.517046967341663111e-01 4.797778833844165702e-02 -6.999768703178526653e-04 -1.261276610057162073e-01 -1.964421351847516206e+00
-4.796102409253684418e-02 5.186596083447474470e-01 -1.204184254729887549e+00 -1.629417215289618026e+00 -1.202169812321668418e-01 -2.468558063710382111e-01 1.305597394703863934e+00 -1.500731407128804706e-01 4.797771812490710108e-02 -6.928585191942491974e-04 -1.120467958943801995e-01 -1.986769497117113925e+00
-4.748616246785826445e-02 5.223402993385707349e-01 -1.204452613510058612e+00 -1.640980447075947257e+00 -1.199313165830760419e-01 -2.475827077614199401e-01 1.303128380697146538e+00 -1.484523755315508842e-01 4.797763919314246978e-02 -6.857984974416489032e-04 -9.759798811170691812e-02 -2.009128791023874427e+00
-4.701600244342402091e-02 5.260371639259345811e-01 -1.204636439162995565e+00 -1.652594489704925840e+00 -1.196518056278871867e-01 -2.483055251093636007e-01 1.300673534304354728e+00 -1.468423815956523271e-01 4.797755187846961672e-02 -6.787967230061227016e-04 -8.277870743408520526e-02 -2.031492349997623403e+00
-4.655049746873665684e-02 5.297502131577790374e-01 -1.204732974631804954e+00 -1.664259377894105496e+00 -1.193785592600717926e-01 -2.490245502578682379e-01 1.298232654255746743e+00 -1.452431252393595607e-01 4.797745609084361207e-02 -6.718530912588059926e-04 -6.758654553531026621e-02 -2.053853164964282385e+00
-4.608960145419471049e-02 5.334794064123931090e-01 -1.204739311743935337e+00 -1.675974984026617820e+00 -1.191116808995191789e-01 -2.497400787248946763e-01 1.295805553545098743e+00 -1.436545950168510721e-01 4.797735223504283331e-02 -6.649674766080004937e-04 -5.201924987618666840e-02 -2.076204105101118635e+00
-4.563326876652941400e-02 5.372247028504196775e-01 -1.204652490191395309e+00 -1.687741179801838021e+00 -1.188512679897142377e-01 -2.504524228290642140e-01 1.293392030462921616e+00 -1.420767537463830665e-01 4.797724044626427292e-02 -6.581397340781888284e-04 -3.607471437230534012e-02 -2.098537921821375107e+00
-4.518145422428655050e-02 5.409859729919649363e-01 -1.204469357222575976e+00 -1.699557558446683103e+00 -1.185974087137661725e-01 -2.511618925536469593e-01 1.290991915098716580e+00 -1.405096091476212283e-01 4.797712089713340733e-02 -6.513697008517746771e-04 -1.975106518997456900e-02 -2.120847252983378173e+00
-4.473411309335301872e-02 5.447630853494827008e-01 -1.204186724198891945e+00 -1.711423706880844442e+00 -1.183501844634884947e-01 -2.518688164243749195e-01 1.288605021477988055e+00 -1.389531374199870495e-01 4.797699375598012128e-02 -6.446571977697548687e-04 -3.046535226541388901e-03 -2.143124627318345521e+00
-4.429120108252774385e-02 5.485558287794011223e-01 -1.203801225424619981e+00 -1.723338961777226785e+00 -1.181096652091896959e-01 -2.525735247447256082e-01 1.286231183926237698e+00 -1.374073490068505876e-01 4.797685919260385318e-02 -6.380020307876770221e-04 1.404041532553284080e-02 -2.165362469071534512e+00
-4.385267433913637991e-02 5.523639651364613545e-01 -1.203309456336976613e+00 -1.735302574980435608e+00 -1.178759131947674232e-01 -2.532763631084599676e-01 1.283870233523848325e+00 -1.358722322362071466e-01 4.797671730618065233e-02 -6.314039923835446967e-04 3.151115715703654147e-02 -2.187553102850233966e+00
-4.341848944468948424e-02 5.561872094645853304e-01 -1.202707899565388816e+00 -1.747313651274548629e+00 -1.176489784630233015e-01 -2.539776879305180035e-01 1.281521999926804822e+00 -1.343477783351829657e-01 4.797656832398008997e-02 -6.248628629145884256e-04 4.936687055561256310e-02 -2.209688758672692988e+00
-4.298860341058365064e-02 5.600252022599976343e-01 -1.201992922633450034e+00 -1.759371061245146528e+00 -1.174288985870252100e-01 -2.546778621090446393e-01 1.279186327035743753e+00 -1.328339927962645106e-01 4.797641233955567130e-02 -6.183784119201846423e-04 6.760853735347635562e-02 -2.231761577211510694e+00
-4.256297367384519886e-02 5.638775186146018914e-01 -1.201160806773765577e+00 -1.771473470004075068e+00 -1.172156980502850332e-01 -2.553772579696566569e-01 1.276863066117242207e+00 -1.313308841334350774e-01 4.797624948876264700e-02 -6.119503993683743023e-04 8.623695063781421088e-02 -2.253763615225363282e+00
-4.214155809291603855e-02 5.677436617086577542e-01 -1.200207741804884654e+00 -1.783619316746087868e+00 -1.170093863315706528e-01 -2.560762566280663233e-01 1.274552075318070798e+00 -1.298384673087907837e-01 4.797607989659930655e-02 -6.055785768438744871e-04 1.052526955391951957e-01 -2.275686851172654013e+00
-4.172431494348122910e-02 5.716230849803859426e-01 -1.199129874114493122e+00 -1.795806884396714542e+00 -1.168099579345408534e-01 -2.567752531551961148e-01 1.272253207388486906e+00 -1.283567434348084069e-01 4.797590368698251978e-02 -5.992626886756941993e-04 1.246561454337554026e-01 -2.297523191000918619e+00
-4.131120291433785369e-02 5.755151826120562530e-01 -1.197923325819592266e+00 -1.808034269723423959e+00 -1.166173920823344590e-01 -2.574746552041323744e-01 1.269966315396150458e+00 -1.268857002781990095e-01 4.797572092814186839e-02 -5.930024730028132665e-04 1.444474875170770056e-01 -2.319264474106180973e+00
-4.090218110330480494e-02 5.794191965589142734e-01 -1.196584050500342222e+00 -1.820299091258385404e+00 -1.164316448222467715e-01 -2.581748649154240183e-01 1.267691287611817152e+00 -1.254253833833280929e-01 4.797553177907183664e-02 -5.867976627767129737e-04 1.646264884990364941e-01 -2.340902479456139051e+00
-4.049720901317307303e-02 5.833343220223045078e-01 -1.195108031818200134e+00 -1.832598820652054483e+00 -1.162526545597840910e-01 -2.588763004606337570e-01 1.265428000973937595e+00 -1.239758086739704002e-01 4.797533629116725040e-02 -5.806479866998436826e-04 1.851931788139193902e-01 -2.362428931871813020e+00
-4.009624654769611274e-02 5.872597374012116234e-01 -1.193491334247761992e+00 -1.844930876768717587e+00 -1.160803426375430769e-01 -2.595794012461081213e-01 1.263176307297080303e+00 -1.225369408389407333e-01 4.797513463661692151e-02 -5.745531700993894344e-04 2.061469621306674938e-01 -2.383835508462136765e+00
-3.969925400761991491e-02 5.911943705206998967e-01 -1.191729833654709525e+00 -1.857291891271472872e+00 -1.159145998715972181e-01 -2.602845833281666188e-01 1.260936134182947477e+00 -1.211088524445232961e-01 4.797492674935575213e-02 -5.685129357361157296e-04 2.274871159426432032e-01 -2.405113845206270806e+00
-3.930619208675239368e-02 5.951371255639973379e-01 -1.189819481357783593e+00 -1.869678421550400316e+00 -1.157552937369339396e-01 -2.609922822302397361e-01 1.258707374750121843e+00 -1.196915717104739540e-01 4.797471286293941012e-02 -5.625270045482263278e-04 2.492128567378315007e-01 -2.426255543678774274e+00
-3.891702186807167313e-02 5.990869071633799781e-01 -1.187756436841362673e+00 -1.882087026406304986e+00 -1.156022744374362587e-01 -2.617029564382442608e-01 1.256489891651632274e+00 -1.182850495952374459e-01 4.797449297516821060e-02 -5.565950963305775273e-04 2.713228785170038737e-01 -2.447252177912693671e+00
-3.853170481987294033e-02 6.030423312509933798e-01 -1.185536692181901053e+00 -1.894513357661783193e+00 -1.154553531046565162e-01 -2.624170325914277346e-01 1.254283627419804814e+00 -1.168893642591082305e-01 4.797426720568902930e-02 -5.507169303498402751e-04 2.938156061391989926e-01 -2.468095301395991648e+00
-3.815020279195340674e-02 6.070020740965405004e-01 -1.183156520450113325e+00 -1.906953256695459009e+00 -1.153143215641398156e-01 -2.631349687557534844e-01 1.252088459076755811e+00 -1.155044826419366899e-01 4.797403554889295707e-02 -5.448922258964104641e-04 3.166896569276441142e-01 -2.488776454196601762e+00
-3.777247801183505893e-02 6.109645038525192140e-01 -1.180612153489335903e+00 -1.919401596907207130e+00 -1.151789321912961017e-01 -2.638571852662989214e-01 1.249904356633328550e+00 -1.141304916592718044e-01 4.797379921054280294e-02 -5.391207027742516908e-04 3.399430477327842204e-01 -2.509287170211597751e+00
-3.739849308102480979e-02 6.149281095100597172e-01 -1.177900151568744169e+00 -1.931853631322663523e+00 -1.150489162434647217e-01 -2.645841405764679521e-01 1.247731190894435960e+00 -1.127673404031338533e-01 4.797355500316564242e-02 -5.334020817299662057e-04 3.635736872513555817e-01 -2.529618984535730863e+00
-3.702821097131168970e-02 6.188911121182005814e-01 -1.175017151757868694e+00 -1.944303771202555930e+00 -1.149239659925987422e-01 -2.653162582514723145e-01 1.245568908435766620e+00 -1.114150687109525251e-01 4.797330622924963345e-02 -5.277360848227100575e-04 3.875803043132337034e-01 -2.549763440944726067e+00
-3.666159502110068191e-02 6.228516769249917706e-01 -1.171960061001583897e+00 -1.956746252503637207e+00 -1.148037435688568919e-01 -2.660539624362269207e-01 1.243417437357541955e+00 -1.100736820361448709e-01 4.797305187349742289e-02 -5.221224357367256451e-04 4.119582169356584833e-01 -2.569712099487966750e+00
-3.629860893178285530e-02 6.268078088090012212e-01 -1.168725997267349603e+00 -1.969174807367073843e+00 -1.146878738259735353e-01 -2.667976557564487594e-01 1.241276729791774613e+00 -1.087432167666723126e-01 4.797279194777807204e-02 -5.165608600384857417e-04 4.367060389604929260e-01 -2.589456544185490205e+00
-3.593921676414144062e-02 6.307576121035556316e-01 -1.165312574054415240e+00 -1.981583480380370688e+00 -1.145759637872209580e-01 -2.675477616048770324e-01 1.239146669033580173e+00 -1.074235795140835448e-01 4.797252657944470200e-02 -5.110510853806152264e-04 4.618197276140380003e-01 -2.608988390823367531e+00
-3.558338293479350323e-02 6.346985000217802986e-01 -1.161717203451640312e+00 -1.993964144912886205e+00 -1.144675414632112531e-01 -2.683045798260220716e-01 1.237027355268495388e+00 -1.061150392207050874e-01 4.797225687349485762e-02 -5.055928416548833952e-04 4.872972493647800829e-01 -2.628299294841105027e+00
-3.523107221266683770e-02 6.386286186709112522e-01 -1.157938421146350594e+00 -2.006310976788732159e+00 -1.143621655987765717e-01 -2.690685344398139334e-01 1.234918595616957715e+00 -1.048173531628870947e-01 4.797198072799335050e-02 -5.001858610967531427e-04 5.131343736655525900e-01 -2.647380959304083348e+00
-3.488224971551172338e-02 6.425455044500337776e-01 -1.153974700577848678e+00 -2.018616236377373863e+00 -1.142593227119537147e-01 -2.698399308075587477e-01 1.232820389716745790e+00 -1.035305984268272139e-01 4.797169931839190271e-02 -4.948298783439992196e-04 5.393275762143139307e-01 -2.666225142953524863e+00
-3.453688090644724956e-02 6.464467117326716528e-01 -1.149825054133993607e+00 -2.030872240516639948e+00 -1.141584760219967187e-01 -2.706190615469996619e-01 1.230732706912454510e+00 -1.022547900632790885e-01 4.797141264443294251e-02 -4.895246304521377314e-04 5.658726267873473992e-01 -2.684823668325084789e+00
-3.419493159054182857e-02 6.503297761011604949e-01 -1.145489014024169805e+00 -2.043071247010100677e+00 -1.140590640695137437e-01 -2.714061945417819421e-01 1.228655504405485210e+00 -1.009899117362401677e-01 4.797112081196908129e-02 -4.842698568693424698e-04 5.927652741114786128e-01 -2.703168429927094607e+00
-3.385636791142754981e-02 6.541920968933787606e-01 -1.140966561210677410e+00 -2.055205085636740758e+00 -1.139604918381346699e-01 -2.722015463606352603e-01 1.226588770411149110e+00 -9.973599325527904291e-02 4.797082387921936669e-02 -4.790652993737069040e-04 6.200011396075327808e-01 -2.721251402467748992e+00
-3.352115634794806953e-02 6.580311439773421922e-01 -1.136258295876033442e+00 -2.067265807752505680e+00 -1.138621504619336811e-01 -2.730053133693537970e-01 1.224532460168009207e+00 -9.849299607347811181e-02 4.797052190931048316e-02 -4.739107019756613227e-04 6.475754326889806567e-01 -2.739064649119869355e+00
-3.318926371083967541e-02 6.618442968287732153e-01 -1.131365331559774923e+00 -2.079245180737576248e+00 -1.137634053856794725e-01 -2.738176372350416554e-01 1.222486554703414718e+00 -9.726091715371659729e-02 4.797021413577454846e-02 -4.688058107884543685e-04 6.754831804315737376e-01 -2.756600329810923622e+00
-3.286065713944522071e-02 6.656289150936813837e-01 -1.126289345309550605e+00 -2.091134909675253617e+00 -1.136636040374682244e-01 -2.746386119656562541e-01 1.220451040599720649e+00 -9.603975778753748305e-02 4.796990321610188762e-02 -4.637503738695524197e-04 7.037192005323258392e-01 -2.773850709524433356e+00
-3.253530409846061566e-02 6.693825558323147629e-01 -1.121032711020093720e+00 -2.102927319843959530e+00 -1.135620996805297434e-01 -2.754683182328752644e-01 1.218425849392008153e+00 -9.482940732638189818e-02 4.796958660494939769e-02 -4.587441410358671459e-04 7.322780081272302066e-01 -2.790808166598236273e+00
-3.221317237471348072e-02 6.731024827533911292e-01 -1.115598200138401497e+00 -2.114613814931103786e+00 -1.134582075030936277e-01 -2.763067285791856453e-01 1.216411015472896873e+00 -9.362993696033167224e-02 4.796926527509699778e-02 -4.537868636556298364e-04 7.611539445151856986e-01 -2.807465201003599198e+00
-3.189423007397374638e-02 6.767858223189551214e-01 -1.109989101361700037e+00 -2.126185367450956321e+00 -1.133512204305269222e-01 -2.771537294007854202e-01 1.214406627770250102e+00 -9.244151727388211226e-02 4.796893930996096872e-02 -4.488782944197705670e-04 7.903411887531562874e-01 -2.823814442588492568e+00
-3.157844561779579035e-02 6.804307215326322877e-01 -1.104209758267874708e+00 -2.137636156043719815e+00 -1.132405277029751300e-01 -2.780093344821767953e-01 1.212412488511309672e+00 -9.126377010997777095e-02 4.796860879204974809e-02 -4.440181870955423092e-04 8.198335854819570612e-01 -2.839848659266670072e+00
-3.126578774039186909e-02 6.840344951010989272e-01 -1.098264603160601149e+00 -2.148957744611615706e+00 -1.131254358151805861e-01 -2.788733356272113939e-01 1.210428678940591585e+00 -9.009683613905195010e-02 4.796827387810514293e-02 -4.392062962651384892e-04 8.496247812551959155e-01 -2.855560765134036671e+00
-3.095622548553650377e-02 6.875949381571385688e-01 -1.092158785011442701e+00 -2.160143206359994572e+00 -1.130053009495461114e-01 -2.797455454172271816e-01 1.208455166789740076e+00 -8.894063586654887832e-02 4.796793458922350706e-02 -4.344423770519160012e-04 8.797082731849835691e-01 -2.870943828492022565e+00
-3.064972820350148758e-02 6.911098161159150433e-01 -1.085897889441022723e+00 -2.171185521133551344e+00 -1.128794815160753251e-01 -2.806256991272508272e-01 1.206491963654973576e+00 -8.779516905716228115e-02 4.796759104216052200e-02 -4.297261848368192565e-04 9.100773000462304418e-01 -2.885991079757688649e+00
-3.034626554802127493e-02 6.945771085866648820e-01 -1.079487998726350595e+00 -2.182078341687506473e+00 -1.127473663583785368e-01 -2.815135004794694917e-01 1.204539057650085621e+00 -8.666038499967393394e-02 4.796724336772326819e-02 -4.250574749674687907e-04 9.407249007706676158e-01 -2.900695919238932330e+00
-3.004580747328839188e-02 6.979949324604041161e-01 -1.072935607265586677e+00 -2.192815752060509382e+00 -1.126083700290239908e-01 -2.824086070023865691e-01 1.202596439497507719e+00 -8.553623385209374597e-02 4.796689167647979340e-02 -4.204360024623184870e-04 9.716439239117242721e-01 -2.915051924753137236e+00
-2.974832423097860390e-02 7.013615708991416398e-01 -1.066247579984382909e+00 -2.203392358646940163e+00 -1.124619388544954302e-01 -2.833106365725823750e-01 1.200664097417545984e+00 -8.442265667591508649e-02 4.796653608634428301e-02 -4.158615217121546057e-04 1.002827030530917041e+00 -2.929052859067008185e+00
-2.945378636730554972e-02 7.046754469080884764e-01 -1.059431090649585183e+00 -2.213803207171554988e+00 -1.123075507439241782e-01 -2.842191636741356886e-01 1.198742026724029852e+00 -8.331960569479346379e-02 4.796617671813285799e-02 -4.113337861811322397e-04 1.034266653368516975e+00 -2.942692677135000157e+00
-2.916216472010450464e-02 7.079351399260278566e-01 -1.052493568856351036e+00 -2.224043834809671161e+00 -1.121447189882003315e-01 -2.851337250707612903e-01 1.196830225862025587e+00 -8.222703954144217064e-02 4.796581372087330847e-02 -4.068525481094381808e-04 1.065955075335204949e+00 -2.955965533114125243e+00
-2.887343041594505472e-02 7.111394635091577987e-01 -1.045442669921816226e+00 -2.234110514238156764e+00 -1.119730037679679824e-01 -2.860538389780267199e-01 1.194928678478655915e+00 -8.114488120072149702e-02 4.796544719181970728e-02 -4.024175582195285640e-04 1.097884452753278950e+00 -2.968865787132497491e+00
-2.858755486727233147e-02 7.142873623385097570e-01 -1.038286182068788754e+00 -2.243999930074692895e+00 -1.117920016410076378e-01 -2.869789878919201676e-01 1.193037379539503284e+00 -8.007307909351385478e-02 4.796507729088996669e-02 -3.980285654278067128e-04 1.130046676402429950e+00 -2.981388011789938730e+00
-2.830450976957656420e-02 7.173779869193110947e-01 -1.031031995159866543e+00 -2.253709413552742458e+00 -1.116013558773896741e-01 -2.879086384443974578e-01 1.191156316610211263e+00 -7.901156442144613434e-02 4.796470415654918718e-02 -3.936853165634996527e-04 1.162433608962482934e+00 -2.993526998369032466e+00
-2.802426709859065848e-02 7.204105663499805745e-01 -1.023688010138483095e+00 -2.263236542813561236e+00 -1.114007414620178937e-01 -2.888422191117426263e-01 1.189285498503579230e+00 -7.796032472750130671e-02 4.796432793443017317e-02 -3.893875560963307582e-04 1.195036727973805890e+00 -3.005277762735899749e+00
-2.774679910751550252e-02 7.233846139620894178e-01 -1.016262155772982290e+00 -2.272579788943188461e+00 -1.111898922678928314e-01 -2.897791690757005045e-01 1.187424907893622317e+00 -7.691928151606408637e-02 4.796394877375591975e-02 -3.851350258745280973e-04 1.227847602629597024e+00 -3.016635550911062502e+00
-2.747207832427277577e-02 7.263002767925205161e-01 -1.008762383577141319e+00 -2.281739613871615724e+00 -1.109686460501449479e-01 -2.907190243954537734e-01 1.185574421215002117e+00 -7.588808235055949369e-02 4.796356682187395692e-02 -3.809274648745589664e-04 1.260857567851545014e+00 -3.027595844291774085e+00
-2.720007754878492681e-02 7.291566913496084767e-01 -1.001196290266754163e+00 -2.290713304859770094e+00 -1.107367345581818652e-01 -2.916610570239511757e-01 1.183734177699174994e+00 -7.486706100558143673e-02 4.796318229473992001e-02 -3.767646089638739828e-04 1.294057840358366906e+00 -3.038154364508260485e+00
-2.693076985028210538e-02 7.319541671806205629e-01 -9.935715438960137647e-01 -2.299501834379072740e+00 -1.104940622908300030e-01 -2.926047655748588161e-01 1.181904084577737768e+00 -7.385595304512865278e-02 4.796279526296873263e-02 -3.726461906778343850e-04 1.327439560989146061e+00 -3.048307077898313455e+00
-2.666412856463574663e-02 7.346928154954898149e-01 -9.858955552286071677e-01 -2.308105551805831990e+00 -1.102405310370909997e-01 -2.935495767247810472e-01 1.180084124592169381e+00 -7.285469440638764338e-02 4.796240593123735768e-02 -3.685719390118940035e-04 1.360993616653844107e+00 -3.058050199585808482e+00
-2.640012729171856143e-02 7.373728690034182520e-01 -9.781755290779277079e-01 -2.316525188217567699e+00 -1.099760806325764950e-01 -2.944949208861059597e-01 1.178274282551611929e+00 -7.186322807484180064e-02 4.796201447209034324e-02 -3.645415792299769352e-04 1.394710966139584896e+00 -3.067380197150746390e+00
-2.613873989279065502e-02 7.399947599475678039e-01 -9.704184266192348307e-01 -2.324762101546221427e+00 -1.097006969752671313e-01 -2.954402570954511864e-01 1.176474522763873987e+00 -7.088145299898529483e-02 4.796162105351006733e-02 -3.605548326898963822e-04 1.428582123857693009e+00 -3.076293793880346961e+00
-2.587994048791153814e-02 7.425589795358502609e-01 -9.626309320685305648e-01 -2.332817834966960824e+00 -1.094143930608377502e-01 -2.963850450087019417e-01 1.174684817753471888e+00 -6.990930094302755249e-02 4.796122476840747328e-02 -3.566114166865797224e-04 1.462598511826898040e+00 -3.084787971592512612e+00
-2.562370345337776009e-02 7.450661557005161528e-01 -9.548194721195725210e-01 -2.340694361187130479e+00 -1.091172202948822723e-01 -2.973287671508941798e-01 1.172905134466521782e+00 -6.894668185558477935e-02 4.796082795278504979e-02 -3.527110443136927077e-04 1.496750090238158970e+00 -3.092859973025249953e+00
-2.537000341918589988e-02 7.475169981893589055e-01 -9.469901595249534676e-01 -2.348393909945184710e+00 -1.088092571052500512e-01 -2.982709218840151055e-01 1.171135436266500962e+00 -6.799351307911349895e-02 4.796042970963126928e-02 -3.488534243442372547e-04 1.531027629308276072e+00 -3.100507303787714886e+00
-2.511881526652069360e-02 7.499122870266582419e-01 -9.391488099716772675e-01 -2.355918931759669821e+00 -1.084906081553199397e-01 -2.992110235683606012e-01 1.169375687719009349e+00 -6.704971838105788784e-02 4.796003015329086683e-02 -3.450382611305376972e-04 1.565421665970998966e+00 -3.107727733870662590e+00
-2.487011412526801343e-02 7.522528551727609702e-01 -9.313009349884653343e-01 -2.363272043452692373e+00 -1.081614005973388359e-01 -3.001486018826607927e-01 1.167625855411205116e+00 -6.611523278413905524e-02 4.795962956393416687e-02 -3.412652545239542061e-04 1.599922632427678071e+00 -3.114519298716341922e+00
-2.462387537155248662e-02 7.545396280029962321e-01 -9.234517242572003459e-01 -2.370456152176588116e+00 -1.078217868486260611e-01 -3.010832160845970940e-01 1.165885895025883245e+00 -6.518997347170102374e-02 4.795922806866659976e-02 -3.375340998145787055e-04 1.634521003658125915e+00 -3.120880299849986272e+00
-2.438007462529949085e-02 7.567736122376617081e-01 -9.156060501236537030e-01 -2.377474420636448649e+00 -1.074719424173889160e-01 -3.020144555238413742e-01 1.164155753270341931e+00 -6.427383992248275613e-02 4.795882585193594200e-02 -3.338444876910423055e-04 1.669207193626681018e+00 -3.126809305077223211e+00
-2.413868774782127954e-02 7.589558029144510831e-01 -9.077684850884045753e-01 -2.384329974835382338e+00 -1.071120531360639505e-01 -3.029419173290350265e-01 1.162435386772473489e+00 -6.336676533598534222e-02 4.795842309494739719e-02 -3.301961042205202833e-04 1.703971557999018005e+00 -3.132305148253695215e+00
-2.389969083942700828e-02 7.610872454635134732e-01 -8.999432967673094419e-01 -2.391026099089065493e+00 -1.067423215203192055e-01 -3.038652252462138992e-01 1.160724746317334244e+00 -6.246867408788159270e-02 4.795801997870220712e-02 -3.265886308488621329e-04 1.738804471333547097e+00 -3.137366928635334062e+00
-2.366306023705644357e-02 7.631690093704597277e-01 -8.921344554275492111e-01 -2.397566153285636048e+00 -1.063629620744110105e-01 -3.047840247035244476e-01 1.159023780618975152e+00 -6.157949333231810263e-02 4.795761669100537944e-02 -3.230217444207819037e-04 1.773696316733218925e+00 -3.141994009819442102e+00
-2.342877251193707308e-02 7.652021922543573718e-01 -8.843456413720477416e-01 -2.403953585697093498e+00 -1.059742007156187493e-01 -3.056979856725571820e-01 1.157332434248122155e+00 -6.069914609053300714e-02 4.795721336549654129e-02 -3.194951172198617906e-04 1.808637515542069973e+00 -3.146186018288575692e+00
