# w   G_w   Sigma_w    chi_NN_w    chi_SS_w  (D: 1, T: 0.0001, U: 1.88, half-filling)
-5.470574060308923701e-05 8.560091057096645972e-01 -2.128798537060482346e-03 -2.689231917903450952e+00 -3.491722432894852073e-04 -3.718257716640095967e-01 9.405888258129523338e-01 -2.738339891978844309e-05 4.792434272673023327e-02 -4.605499408136142934e-07 5.132772151130162719e+00 -9.593248357003246810e-03
-5.416409960701904923e-05 8.560091021083527929e-01 -2.108004988108844874e-03 -2.689231906589596210e+00 -3.457616238291235972e-04 -3.718257751336516148e-01 9.405830816155131835e-01 -2.738602352471940227e-05 4.792434029077725227e-02 -4.544724295877111528e-07 5.132719845638138878e+00 -9.466187239162458106e-03
-5.362782139308816943e-05 8.560090998733660417e-01 -2.087423482628140287e-03 -2.689231899568178097e+00 -3.423857852306620773e-04 -3.718257792015675078e-01 9.405773961553256513e-01 -2.738736634185379853e-05 4.792433787687942065e-02 -4.484853058531214500e-07 5.132668037458492982e+00 -9.341033589242500601e-03
-5.309685286444372829e-05 8.560090986946190528e-01 -2.067051832712921058e-03 -2.689231895865035415e+00 -3.390443684344891231e-04 -3.718257837101087149e-01 9.405717688241338470e-01 -2.738772153319454783e-05 4.792433548526101733e-02 -4.425872816747431418e-07 5.132616730360815005e+00 -9.217759444541761757e-03
-5.257114144994428208e-05 8.560090994003123344e-01 -2.046887883512472656e-03 -2.689231898082036221e+00 -3.357370205767522850e-04 -3.718257890881138672e-01 9.405661990231612979e-01 -2.738630225980996646e-05 4.792433311612988994e-02 -4.367770789890125694e-07 5.132565927786402860e+00 -9.096337098946362734e-03
-5.205063509895473426e-05 8.560091059684010739e-01 -2.026929553151550403e-03 -2.689231918716295411e+00 -3.324634032796844048e-04 -3.718257973874375399e-01 9.405606861756458104e-01 -2.737933035822873867e-05 4.792433076967755196e-02 -4.310534298968047982e-07 5.132515632856062382e+00 -8.976739106837144239e-03
-5.153528227619280405e-05 8.560091030055888561e-01 -2.007174401784614717e-03 -2.689231909408346333e+00 -3.292231043895095305e-04 -3.718258006780971181e-01 9.405552295936976392e-01 -2.738142447166348054e-05 4.792432844607987658e-02 -4.254150769399696528e-07 5.132465848377875339e+00 -8.858938286737701520e-03
-5.102503195662654061e-05 8.560091077423219730e-01 -1.987620625185114020e-03 -2.689231924289232190e+00 -3.260158412757799707e-04 -3.718258078407105649e-01 9.405498287849899386e-01 -2.737622063522099358e-05 4.792432614549717307e-02 -4.198607733618903273e-07 5.132416576854950563e+00 -8.742907724709359646e-03
-5.051983362042231361e-05 8.560091128185676190e-01 -1.968265961190029771e-03 -2.689231940236728402e+00 -3.228412371496143258e-04 -3.718258150846645016e-01 9.405444831152823815e-01 -2.737070835362367255e-05 4.792432386807479738e-02 -4.143892833524698779e-07 5.132367820493126231e+00 -8.628620777500465092e-03
-5.001963724794288718e-05 8.560091268247699281e-01 -1.949108478973890024e-03 -2.689231984238510620e+00 -3.196989818667484297e-04 -3.718258268384242449e-01 9.405391920520655979e-01 -2.735672902433317066e-05 4.792432161394324236e-02 -4.089993822779514838e-07 5.132319581208664161e+00 -8.516051075455284558e-03
-4.952439331479494022e-05 8.560091362615704913e-01 -1.930145807907355680e-03 -2.689232013885094030e+00 -3.165886762323418500e-04 -3.718258361477681517e-01 9.405339549264550847e-01 -2.734710266428033720e-05 4.792431938321878304e-02 -4.036898568959432145e-07 5.132271860635900573e+00 -8.405172525189739605e-03
-4.903405278692568077e-05 8.560091470851192152e-01 -1.911375987849176471e-03 -2.689232047888275190e+00 -3.135100032999718666e-04 -3.718258460836617041e-01 9.405287711957402985e-01 -2.733617246460789962e-05 4.792431717600367791e-02 -3.984595055560422297e-07 5.132224660134865779e+00 -8.295959312038648711e-03
-4.854856711576799875e-05 8.560091590226750480e-01 -1.892796945244758743e-03 -2.689232085391212834e+00 -3.104626228140541918e-04 -3.718258565073602195e-01 9.405236402816868901e-01 -2.732419716990324571e-05 4.792431499238653664e-02 -3.933071383864334906e-07 5.132177980798952710e+00 -8.188385902281851078e-03
-4.806788823343366240e-05 8.560091728968287628e-01 -1.874406645246978363e-03 -2.689232128978152225e+00 -3.074462014925530675e-04 -3.718258678444666399e-01 9.405185616172357932e-01 -2.731039532704541278e-05 4.792431283244272255e-02 -3.882315774668363650e-07 5.132131823462610321e+00 -8.082427045153267944e-03
-4.759196854795411796e-05 8.560091894023733605e-01 -1.856203065391837190e-03 -2.689232180831850005e+00 -3.044604081225447067e-04 -3.718258804547290852e-01 9.405135346387285544e-01 -2.729410682486815148e-05 4.792431069623471346e-02 -3.832316569881575264e-07 5.132086188709347851e+00 -7.978057774639899305e-03
-4.712076093856843188e-05 8.560092100541553117e-01 -1.838184218819497329e-03 -2.689232245711336233e+00 -3.015049177378583290e-04 -3.718258951204046481e-01 9.405085587927340951e-01 -2.727389277697861436e-05 4.792430858381240694e-02 -3.783062233992249066e-07 5.132041076880539343e+00 -7.875253411075087626e-03
-4.665421875105785362e-05 8.560092198050804901e-01 -1.820347738239460602e-03 -2.689232276344771133e+00 -2.985793316680850746e-04 -3.718259040895621759e-01 9.405036334088204830e-01 -2.726404308466684467e-05 4.792430649521364772e-02 -3.734541355409438442e-07 5.131996488087268382e+00 -7.773989562531888504e-03
-4.619229579312658586e-05 8.560092543567507928e-01 -1.802692485689551564e-03 -2.689232384892044969e+00 -2.956834878374231621e-04 -3.718259257604261125e-01 9.404987581927728435e-01 -2.723065186157214851e-05 4.792430443046428318e-02 -3.686742647682376952e-07 5.131952422236566669e+00 -7.674242126022010058e-03
-4.573494632982830129e-05 8.560092666183800603e-01 -1.785215340882090286e-03 -2.689232423413089101e+00 -2.928168420204798131e-04 -3.718259358692490024e-01 9.404939322422244397e-01 -2.721844078514782522e-05 4.792430238957880867e-02 -3.639654950601091763e-07 5.131908879185518302e+00 -7.575987288504746307e-03
-4.528212507903792475e-05 8.560092954525369002e-01 -1.767915292894560063e-03 -2.689232513998264462e+00 -2.899792551448657891e-04 -3.718259544430217445e-01 9.404891553010261696e-01 -2.719050199966911718e-05 4.792430037256051323e-02 -3.593267231181741720e-07 5.131865856717738872e+00 -7.479201527711525077e-03
-4.483378720696824045e-05 8.560093240097323974e-01 -1.750789981995141227e-03 -2.689232603713340275e+00 -2.871703284083864261e-04 -3.718259728009067344e-01 9.404844266987242296e-01 -2.716283717834645783e-05 4.792429837940195142e-02 -3.547568584539872325e-07 5.131823355981912194e+00 -7.383861612790924150e-03
-4.438988832373093107e-05 8.560093520077881601e-01 -1.733837465168646232e-03 -2.689232691671826547e+00 -2.843897430801548259e-04 -3.718259907990034141e-01 9.404797458924588627e-01 -2.713571407034903737e-05 4.792429641008526947e-02 -3.502548234655083720e-07 5.131781376140231998e+00 -7.289944604778931386e-03
-4.395038447894151357e-05 8.560093824955293806e-01 -1.717055907235260975e-03 -2.689232787451890427e+00 -2.816372001185730263e-04 -3.718260100097865450e-01 9.404751123716772465e-01 -2.710623701072945035e-05 4.792429446458244119e-02 -3.458195535030267967e-07 5.131739915126808604e+00 -7.197427856899466479e-03
-4.351523215736783273e-05 8.560094146007893867e-01 -1.700443388002624004e-03 -2.689232888313539238e+00 -2.789123839142338204e-04 -3.718260299852713668e-01 9.404705255992877877e-01 -2.707523407681836081e-05 4.792429254285573981e-02 -3.414499969248662380e-07 5.131698971710705770e+00 -7.106289014699796944e-03
-4.308438827462161797e-05 8.560094528976026629e-01 -1.683998153342649694e-03 -2.689233008626526367e+00 -2.762150096688396330e-04 -3.718260530838089495e-01 9.404659850885598305e-01 -2.703836111487244176e-05 4.792429064485800166e-02 -3.371451151431866177e-07 5.131658544372845299e+00 -7.016506016025765395e-03
-4.265781017289268986e-05 8.560094871824606155e-01 -1.667718058313598850e-03 -2.689233116335584484e+00 -2.735447191292711823e-04 -3.718260740490260119e-01 9.404614902328989334e-01 -2.700530814649451661e-05 4.792428877053297315e-02 -3.329038826602113304e-07 5.131618631399422981e+00 -6.928057090841427748e-03
-4.223545561672543698e-05 8.560095252828751056e-01 -1.651601473540686418e-03 -2.689233236031566499e+00 -2.709012498745300168e-04 -3.718260969156879647e-01 9.404570405825749546e-01 -2.696864122045568302e-05 4.792428691981562988e-02 -3.287252870951649549e-07 5.131579230901914812e+00 -6.840920760897819045e-03
-4.181728278883706853e-05 8.560095618185956656e-01 -1.635646416777222258e-03 -2.689233350811917944e+00 -2.682842734202606433e-04 -3.718261189127350375e-01 9.404526355797251380e-01 -2.693346973798790844e-05 4.792428509263257225e-02 -3.246083292022491998e-07 5.131540340826954427e+00 -6.755075839255445663e-03
-4.140325028597729691e-05 8.560096079372482292e-01 -1.619851403002175094e-03 -2.689233495697938015e+00 -2.656935531223454032e-04 -3.718261457856975594e-01 9.404482748179059381e-01 -2.688920665386805575e-05 4.792428328890235845e-02 -3.205520228799488836e-07 5.131501958963825771e+00 -6.670501429665121745e-03
-4.099331711482900322e-05 8.560096525079050611e-01 -1.604214316058736765e-03 -2.689233635720785998e+00 -2.631287349458388391e-04 -3.718261718002043303e-01 9.404439576973753212e-01 -2.684642277239746022e-05 4.792428150853589308e-02 -3.165553951719688061e-07 5.131464082951120886e+00 -6.587176925811737312e-03
-4.058744268794950606e-05 8.560097034038701702e-01 -1.588733617501922367e-03 -2.689233795615176170e+00 -2.605895712230803197e-04 -3.718262010145097496e-01 9.404396837942554654e-01 -2.679764066942057210e-05 4.792427975143726676e-02 -3.126174862600891845e-07 5.131426710283046866e+00 -6.505082010425450138e-03
-4.018558681975198653e-05 8.560097471479084508e-01 -1.573407141670722653e-03 -2.689233933041125457e+00 -2.580756987013003469e-04 -3.718262264851674992e-01 9.404354524929631198e-01 -2.675565943315028061e-05 4.792427801750572675e-02 -3.087373494492455386e-07 5.131389838315530305e+00 -6.424196654264781314e-03
-3.978770972252671699e-05 8.560097955136787284e-01 -1.558233508202635370e-03 -2.689234084986674045e+00 -2.555868980409632912e-04 -3.718262542801892834e-01 9.404312634170390872e-01 -2.670929749580032431e-05 4.792427630664952698e-02 -3.049140511451024344e-07 5.131353464272152110e+00 -6.344501114976266141e-03
-3.939377200250170053e-05 8.560098472625284893e-01 -1.543210963339570812e-03 -2.689234247560480462e+00 -2.531228807707295095e-04 -3.718262837624659589e-01 9.404271160755859338e-01 -2.665973103442922931e-05 4.792427461809733308e-02 -3.011466708244048961e-07 5.131317585249963287e+00 -6.265975935834789019e-03
-3.900373465594228077e-05 8.560099047803279015e-01 -1.528337886421256763e-03 -2.689234428257976539e+00 -2.506833824038290056e-04 -3.718263161625721125e-01 9.404230100178895269e-01 -2.660469400240540738e-05 4.792427295341394194e-02 -2.974343009984132641e-07 5.131282198225181723e+00 -6.188601944369481224e-03
-3.861755906528938992e-05 8.560099562826541941e-01 -1.513612218031340278e-03 -2.689234590057306473e+00 -2.482680583457938560e-04 -3.718263454092183284e-01 9.404189446590471846e-01 -2.655537787628163560e-05 4.792427131096498732e-02 -2.937760471696454343e-07 5.131247300058775274e+00 -6.112360250878956340e-03
-3.823520699533602848e-05 8.560100120796583223e-01 -1.499032627437245357e-03 -2.689234765348764711e+00 -2.458766961632486998e-04 -3.718263768161998994e-01 9.404149196357696194e-01 -2.650199098229791272e-05 4.792426969104116724e-02 -2.901710277822548090e-07 5.131212887501933828e+00 -6.037232246840959146e-03
-3.785664058944161075e-05 8.560100726815209615e-01 -1.484597491961077822e-03 -2.689234955735130939e+00 -2.435090301332566373e-04 -3.718264106474878372e-01 9.404109344956249616e-01 -2.644404863134594552e-05 4.792426809351282152e-02 -2.866183741662616482e-07 5.131178957201430357e+00 -5.963199603220032709e-03
-3.748182236578376946e-05 8.560101338235479584e-01 -1.470305048507256681e-03 -2.689235147818473948e+00 -2.411647684608997149e-04 -3.718264447065731670e-01 9.404069887425949847e-01 -2.638560083511459764e-05 4.792426651823571832e-02 -2.831172304759358691e-07 5.131145505704872711e+00 -5.890244268678135504e-03
-3.711071521364729442e-05 8.560101969135479605e-01 -1.456153739645628343e-03 -2.689235346021554562e+00 -2.388436565747640162e-04 -3.718264797199064553e-01 9.404030819432042110e-01 -2.632531045067970643e-05 4.792426496505879790e-02 -2.796667536225721175e-07 5.131112529465840844e+00 -5.818348467691945164e-03
-3.674328238974979840e-05 8.560102605876301896e-01 -1.442141933924789149e-03 -2.689235546059583370e+00 -2.365454260433438123e-04 -3.718265149856873619e-01 9.403992136408312330e-01 -2.626447261360777274e-05 4.792426343382585885e-02 -2.762661132019111678e-07 5.131080024848929888e+00 -5.747494698581411161e-03
-3.637948751460375811e-05 8.560103270324510571e-01 -1.428268141254197474e-03 -2.689235754802144385e+00 -2.342698336843559547e-04 -3.718265516316560659e-01 9.403953834216236540e-01 -2.620101051810895532e-05 4.792426192437587718e-02 -2.729144914164680069e-07 5.131047988134654680e+00 -5.677665731453456974e-03
-3.601929456891461159e-05 8.560103947317656559e-01 -1.414530763425505752e-03 -2.689235967485813728e+00 -2.320166164439851951e-04 -3.718265888774681116e-01 9.403915908382779465e-01 -2.613636399178762004e-05 4.792426043654356843e-02 -2.696110829930065796e-07 5.131016415524260132e+00 -5.608844606065268266e-03
-3.566266789001446490e-05 8.560104662893679439e-01 -1.400928366467216885e-03 -2.689236192290651584e+00 -2.297855404725332744e-04 -3.718266280657634981e-01 9.403878354931560768e-01 -2.606806008692216792e-05 4.792425897015956809e-02 -2.663550950954072027e-07 5.130985303144418808e+00 -5.541014629610869005e-03
-3.530957216833115062e-05 8.560105352340062757e-01 -1.387459210901855399e-03 -2.689236408886620744e+00 -2.275763172083134942e-04 -3.718266658629068577e-01 9.403841168954242269e-01 -2.600224437748419049e-05 4.792425752505063280e-02 -2.631457472331495788e-07 5.130954647051789053e+00 -5.474159374435340515e-03
-3.495997244389222465e-05 8.560106081144774892e-01 -1.374122043577074865e-03 -2.689236637847373768e+00 -2.253887443911268954e-04 -3.718267056443241292e-01 9.403804347015543019e-01 -2.593269735909863039e-05 4.792425610103998729e-02 -2.599822711656689063e-07 5.130924443237489641e+00 -5.408262675680501619e-03
-3.461383410286358983e-05 8.560106822205695298e-01 -1.360915298029749835e-03 -2.689236870658528122e+00 -2.232225636749511416e-04 -3.718267460143354630e-01 9.403767884724465453e-01 -2.586199279548673235e-05 4.792425469794755338e-02 -2.568639108027913386e-07 5.130894687631399442e+00 -5.343308628865894860e-03
-3.427112287412236677e-05 8.560107633197396870e-01 -1.347837738469236015e-03 -2.689237125439085219e+00 -2.210775753025761919e-04 -3.718267899457118331e-01 9.403731778692329124e-01 -2.578465322615117183e-05 4.792425331558997775e-02 -2.537899221014836855e-07 5.130865376106346964e+00 -5.279281587409180576e-03
-3.393180482586372727e-05 8.560108327122003535e-01 -1.334887238334138545e-03 -2.689237343441929884e+00 -2.189534208974898779e-04 -3.718268278035122831e-01 9.403696022815638544e-01 -2.571843762197260908e-05 4.792425195378113151e-02 -2.507595729591338264e-07 5.130836504482091165e+00 -5.216166160089419530e-03
-3.359584636224131090e-05 8.560109113306726414e-01 -1.322063164729676572e-03 -2.689237590429145008e+00 -2.168500073065835734e-04 -3.718268703749622039e-01 9.403660615532740685e-01 -2.564346614531906599e-05 4.792425061233208938e-02 -2.477721431035757639e-07 5.130808068529047361e+00 -5.153947208457273013e-03
-3.326321422004089960e-05 8.560109909924660254e-01 -1.309363819916728932e-03 -2.689237840694049808e+00 -2.147670519593293211e-04 -3.718269134444023849e-01 9.403625552038697988e-01 -2.556750975803677439e-05 4.792424929105140730e-02 -2.448269239800689589e-07 5.130780063971539739e+00 -5.092609844195538672e-03
-3.293387546538703153e-05 8.560110718865789892e-01 -1.296787836513264890e-03 -2.689238094830400883e+00 -2.127043306931410312e-04 -3.718269571100424886e-01 9.403590828529737600e-01 -2.549038882038341669e-05 4.792424798974539296e-02 -2.419232186354324821e-07 5.130752486489953412e+00 -5.032139426433859287e-03
-3.260779749048220883e-05 8.560111581844284112e-01 -1.284334020959356252e-03 -2.689238365943090514e+00 -2.106616496449037164e-04 -3.718270035221209469e-01 9.403556441725676729e-01 -2.540814166216223691e-05 4.792424670821812671e-02 -2.390603415995492868e-07 5.130725331719695248e+00 -4.972521559020913473e-03
-3.228494801037842143e-05 8.560112350525530545e-01 -1.272000460421155322e-03 -2.689238607431426065e+00 -2.086386878549244717e-04 -3.718270450378664549e-01 9.403522386156327739e-01 -2.533485544735890327e-05 4.792424544627176680e-02 -2.362376187644001103e-07 5.130698595237180193e+00 -4.913742087757586377e-03
-3.196529505978061407e-05 8.560113200024948021e-01 -1.259786515588131369e-03 -2.689238874309539007e+00 -2.066353490837273543e-04 -3.718270906815411836e-01 9.403488660222467654e-01 -2.525389942056345538e-05 4.792424420370672983e-02 -2.334543872608713460e-07 5.130672272486639152e+00 -4.855787097594743348e-03
-3.164880698988179852e-05 8.560114055281101697e-01 -1.247690595128750617e-03 -2.689239142996183940e+00 -2.046513684449313057e-04 -3.718271365860249533e-01 9.403455259422445200e-01 -2.517240203412512978e-05 4.792424298032182256e-02 -2.307099953334580126e-07 5.130646359644115861e+00 -4.798642909798396874e-03
-3.133545246522950604e-05 8.560114919908329290e-01 -1.235711429568261618e-03 -2.689239414626838798e+00 -2.026865382012036461e-04 -3.718271829382925331e-01 9.403422180235422312e-01 -2.509001990851598973e-05 4.792424177591435297e-02 -2.280038022130957592e-07 5.130620853903526957e+00 -4.742296079086061496e-03
-3.102520046062327505e-05 8.560115795857460297e-01 -1.223847762690379514e-03 -2.689239689814374223e+00 -2.007406521867204606e-04 -3.718272298395511877e-01 9.403389419172218933e-01 -2.500656768186088064e-05 4.792424059028046329e-02 -2.253351779882635210e-07 5.130595745850471623e+00 -4.686733390737003735e-03
-3.071802025804284893e-05 8.560116678384108724e-01 -1.212098328814646946e-03 -2.689239967068297599e+00 -1.988135025014846184e-04 -3.718272770459822296e-01 9.403356972712805240e-01 -2.492249585027764280e-05 4.792423942321506758e-02 -2.227035034745356807e-07 5.130571034392027663e+00 -4.631941857679651789e-03
-3.041388144360678223e-05 8.560117555000305023e-01 -1.200461847003431257e-03 -2.689240242465397834e+00 -1.969048786539773731e-04 -3.718273239147844023e-01 9.403324837290027993e-01 -2.483899026533772925e-05 4.792423827451223334e-02 -2.201081700827521635e-07 5.130546714582705725e+00 -4.577908717559031615e-03
-3.011275390456117076e-05 8.560118455962306694e-01 -1.188937227929887141e-03 -2.689240525510958602e+00 -1.950146033169468298e-04 -3.718273720056864962e-01 9.403293009913712419e-01 -2.475317740353172313e-05 4.792423714396511214e-02 -2.175485796859574491e-07 5.130522781826018175e+00 -4.524621429787279055e-03
-2.981460782629818712e-05 8.560119366444179922e-01 -1.177523216899724725e-03 -2.689240811547275012e+00 -1.931424699852900132e-04 -3.718274205553530609e-01 9.403261487087857251e-01 -2.466646518995210813e-05 4.792423603136623106e-02 -2.150241444852708928e-07 5.130499231565601725e+00 -4.472067672579732936e-03
-2.951941368940414379e-05 8.560120283558896315e-01 -1.166218623915181787e-03 -2.689241099667360579e+00 -1.912882833968285352e-04 -3.718274694156493698e-01 9.403230265510680308e-01 -2.457912770413052395e-05 4.792423493650754818e-02 -2.125342868748253896e-07 5.130476059252131904e+00 -4.420235339979663135e-03
-2.922714226673677539e-05 8.560121209383041441e-01 -1.155022296830105757e-03 -2.689241390523593900e+00 -1.894518544797618351e-04 -3.718275186941724653e-01 9.403199341989827431e-01 -2.449096766093949995e-05 4.792423385918063994e-02 -2.100784393059353183e-07 5.130453260337728416e+00 -4.369112538874024912e-03
-2.893776462053145910e-05 8.560122214692262865e-01 -1.143933385641540809e-03 -2.689241706350800065e+00 -1.876330470132622449e-04 -3.718275720385396665e-01 9.403168714250981219e-01 -2.439526342207232190e-05 4.792423279917681911e-02 -2.076560441506090399e-07 5.130430830275876986e+00 -4.318687586002821661e-03
-2.865125209953609859e-05 8.560123080673147644e-01 -1.132949849031138862e-03 -2.689241978406718747e+00 -1.858315167253033503e-04 -3.718276181740651776e-01 9.403138376396171783e-01 -2.431279553662124560e-05 4.792423175628716947e-02 -2.052665535645664919e-07 5.130408764522845111e+00 -4.268949004964679890e-03
-2.836757633617435645e-05 8.560124079702525757e-01 -1.122071712319219977e-03 -2.689242292261054157e+00 -1.840472795715975972e-04 -3.718276711367030085e-01 9.403108328803339022e-01 -2.421769635254159003e-05 4.792423073030280950e-02 -2.029094293498667489e-07 5.130387058539543688e+00 -4.219885523220614880e-03
-2.808670924373698783e-05 8.560125011241406234e-01 -1.111297038525735142e-03 -2.689242584912624690e+00 -1.822800091881270350e-04 -3.718277205933556706e-01 9.403078565884680495e-01 -2.412901095710795474e-05 4.792422972101492706e-02 -2.005841428172818450e-07 5.130365707793545837e+00 -4.171486069098893565e-03
-2.780862301360097704e-05 8.560125885632530185e-01 -1.100624787144518970e-03 -2.689242859610697867e+00 -1.805295353192251922e-04 -3.718277670775474997e-01 9.403049084772507893e-01 -2.404575699749104956e-05 4.792422872821484880e-02 -1.982901746485337208e-07 5.130344707761119061e+00 -4.123739768802455255e-03
-2.753329011247621633e-05 8.560126932543289380e-01 -1.090054866464753918e-03 -2.689243188507412619e+00 -1.787958525556907158e-04 -3.718278224244002117e-01 9.403019885479697582e-01 -2.394612295353142073e-05 4.792422775169419280e-02 -1.960270147585080352e-07 5.130324053929202321e+00 -4.076635943421575564e-03
-2.726068327967942181e-05 8.560127814149989245e-01 -1.079584790569541658e-03 -2.689243465472325845e+00 -1.770785392608150127e-04 -3.718278692266364649e-01 9.402990960744617155e-01 -2.386219176471471304e-05 4.792422679124502122e-02 -1.937941621575479166e-07 5.130303741797341388e+00 -4.030164105953463159e-03
-2.699077552443506972e-05 8.560128770124745268e-01 -1.069214543345607627e-03 -2.689243765800652941e+00 -1.753776025843257786e-04 -3.718279198349017101e-01 9.402962310801841195e-01 -2.377120176052030520e-05 4.792422584665983337e-02 -1.915911248139452046e-07 5.130283766879557561e+00 -3.984313958330781662e-03
-2.672354012320303802e-05 8.560129803536856707e-01 -1.058943119304554207e-03 -2.689244090456642589e+00 -1.736928776782982605e-04 -3.718279744078783478e-01 9.402933932879413703e-01 -2.367286135922588852e-05 4.792422491773169757e-02 -1.894174195167131721e-07 5.130264124706135576e+00 -3.939075388461097706e-03
-2.645895061703270920e-05 8.560130733109868606e-01 -1.048768733729614445e-03 -2.689244382490617369e+00 -1.720240645539720362e-04 -3.718280236049777421e-01 9.402905821836340383e-01 -2.358438629421547028e-05 4.792422400425441764e-02 -1.872725717387476111e-07 5.130244810825329793e+00 -3.894438467278763926e-03
-2.619698080894327698e-05 8.560131626369311686e-01 -1.038690682029980985e-03 -2.689244663116347578e+00 -1.703710503169049114e-04 -3.718280709062449230e-01 9.402877975807617528e-01 -2.349936359377462203e-05 4.792422310602245661e-02 -1.851561155004615693e-07 5.130225820805017101e+00 -3.850393445811109081e-03
-2.593760476132997553e-05 8.560132598041332308e-01 -1.028708480235236917e-03 -2.689244968376115708e+00 -1.687337601559983809e-04 -3.718281222239072092e-01 9.402850393596746681e-01 -2.340689768601765530e-05 4.792422222283117261e-02 -1.830675932339837340e-07 5.130207150234253000e+00 -3.806930752260351269e-03
-2.568079679339601453e-05 8.560133634634763400e-01 -1.018821106215858207e-03 -2.689245294031546774e+00 -1.671120259837753207e-04 -3.718281768632527018e-01 9.402823072371438995e-01 -2.330826974280587882e-05 4.792422135447683279e-02 -1.810065556479939966e-07 5.130188794724782397e+00 -3.764040989103112529e-03
-2.542653147860991501e-05 8.560134603012331533e-01 -1.009027032193803193e-03 -2.689245598256332137e+00 -1.655055919065457585e-04 -3.718282279642704524e-01 9.402796007758443819e-01 -2.321612369346123805e-05 4.792422050075659246e-02 -1.789725615932881273e-07 5.130170749912435824e+00 -3.721714930208357055e-03
-2.517478364218803591e-05 8.560135567471772733e-01 -9.993255974728987561e-04 -2.689245901250201687e+00 -1.639143520193601705e-04 -3.718282788406044870e-01 9.402769198015402674e-01 -2.312435315578523221e-05 4.792421966146878654e-02 -1.769651779291269341e-07 5.130153011458503443e+00 -3.679943517975790054e-03
-2.492552835860201702e-05 8.560136570247903753e-01 -9.897160597570264437e-04 -2.689246216281614199e+00 -1.623381862315337104e-04 -3.718283316690157991e-01 9.402742641150640956e-01 -2.302894704632463263e-05 4.792421883641279773e-02 -1.749839793904577342e-07 5.130135575051004260e+00 -3.638717860495485710e-03
-2.467874094911090788e-05 8.560137525250434143e-01 -9.801971311450183820e-04 -2.689246516304507395e+00 -1.607768800880781052e-04 -3.718283820137963103e-01 9.402716333513106983e-01 -2.293808122706166019e-05 4.792421802538920222e-02 -1.730285484560593027e-07 5.130118436405913585e+00 -3.598029228730206634e-03
-2.443439697931773174e-05 8.560138505241104978e-01 -9.707682273225960766e-04 -2.689246824177656592e+00 -1.592303405881139507e-04 -3.718284336246917010e-01 9.402690273585844194e-01 -2.284484551585627687e-05 4.792421722819979746e-02 -1.710984752176802052e-07 5.130101591268302563e+00 -3.557869053721525020e-03
-2.419247225675023083e-05 8.560139481367149417e-01 -9.614283348013328819e-04 -2.689247130836697863e+00 -1.576984001046732224e-04 -3.718284850153454890e-01 9.402664458542231429e-01 -2.275197999189286502e-05 4.792421644464772701e-02 -1.691933572502262610e-07 5.130085035413438632e+00 -3.518228923820665779e-03
-2.395294282846557564e-05 8.560140444327024589e-01 -9.521765354085066999e-04 -2.689247433359464701e+00 -1.561809080226504904e-04 -3.718285357068920605e-01 9.402638885848805250e-01 -2.266036792441215864e-05 4.792421567453741121e-02 -1.673127994830456277e-07 5.130068764647787383e+00 -3.479100581945292897e-03
-2.371578497867878800e-05 8.560141406079765369e-01 -9.430120162831110526e-04 -2.689247735502999337e+00 -1.546777314415195858e-04 -3.718285863159576099e-01 9.402613553285907866e-01 -2.256887351883944681e-05 4.792421491767470676e-02 -1.654564140723755398e-07 5.130052774810001992e+00 -3.440475922862955022e-03
-2.348097522641464028e-05 8.560142366090514043e-01 -9.339339221222896226e-04 -2.689248037099270849e+00 -1.531887299003370409e-04 -3.718286368153450039e-01 9.402588458501159874e-01 -2.247754753513520054e-05 4.792421417386696914e-02 -1.636238202749831505e-07 5.130037061771817619e+00 -3.402346990502185149e-03
-2.324849032318281088e-05 8.560143322829560919e-01 -9.249414038840116092e-04 -2.689248337667706767e+00 -1.517137640960354561e-04 -3.718286871266160420e-01 9.402563599160380647e-01 -2.238653518480890336e-05 4.792421344292296242e-02 -1.618146443230524657e-07 5.130021621466403836e+00 -3.364705975291939176e-03
-2.301830725067604850e-05 8.560144267102524074e-01 -9.160335897154198506e-04 -2.689248634319807429e+00 -1.502526908418231981e-04 -3.718287367763578599e-01 9.402538972858963673e-01 -2.229670960219275189e-05 4.792421272465297727e-02 -1.600285193003601185e-07 5.130006449779150657e+00 -3.327545211530289274e-03
-2.279040321849113847e-05 8.560145238110703492e-01 -9.072098303090714647e-04 -2.689248939371023717e+00 -1.488054050314394680e-04 -3.718287877849862921e-01 9.402514577864261591e-01 -2.220434776805356447e-05 4.792421201886897658e-02 -1.582650850197658963e-07 5.129991542713423947e+00 -3.290857174782758909e-03
-2.256475566187241379e-05 8.560146184380560408e-01 -8.984690913096837111e-04 -2.689249236650466557e+00 -1.473717350735227576e-04 -3.718288375003974688e-01 9.402490411270866266e-01 -2.211433811105840974e-05 4.792421132538444289e-02 -1.565239879020676541e-07 5.129976896281243981e+00 -3.254634479311280075e-03
-2.234134223947763795e-05 8.560147130245218117e-01 -8.898106787489833353e-04 -2.689249533802612557e+00 -1.459515682119482359e-04 -3.718288871768922199e-01 9.402466471207781007e-01 -2.202436959124372262e-05 4.792421064401451020e-02 -1.548048808562412843e-07 5.129962506531429156e+00 -3.218869875533967445e-03
