# w    A_w   G_w   Delta_w   Sigma_w    chi_NN_w    chi_SS_w  (D: 1, T: 0.0001, U: 2.27, half-filling)
-5.000000000000000000e+00 3.295106961142455865e-06 -2.137653352687387820e-01 -1.035188382191772760e-05 -3.576449725599761820e-02 -1.745332942951953546e-06 8.487914392656417117e-01 -2.247946313529654619e-04 -1.062323733172994972e-03 -3.025172841424252028e-05 -2.603262425867644927e-04 -8.726989550139990873e-06
-4.950495049504950451e+00 3.640102270626056524e-06 -2.162318009387642626e-01 -1.143571855171434323e-05 -3.618040076006856509e-02 -1.928589515724917717e-06 8.453519953914501173e-01 -2.426533170689661981e-04 -1.146790639872617961e-03 -3.391026179229073885e-05 -2.832564149777581160e-04 -9.735705109540046632e-06
-4.901480247034604609e+00 4.021123395225648496e-06 -2.187134636802594845e-01 -1.263273171761894216e-05 -3.659898105408743163e-02 -2.131047847046580075e-06 8.423109522625296108e-01 -2.619554728569947928e-04 -1.173232534204019959e-03 -3.796769092313626736e-05 -2.894026800304857171e-04 -1.084849378859277684e-05
-4.852950739638222544e+00 4.441088148096061501e-06 -2.212320639883868512e-01 -1.395208990000328564e-05 -3.702391014800632263e-02 -2.354279442073957222e-06 8.392135967874488900e-01 -2.827102109899081979e-04 -1.203085412209663977e-03 -4.246190114079112992e-05 -2.964751334599625737e-04 -1.207454860537565085e-05
-4.804901722414081533e+00 4.904187427560658533e-06 -2.237878923492830074e-01 -1.540695919425199149e-05 -3.745524382687825948e-02 -2.600529630225536116e-06 8.360704941693725134e-01 -3.050401471523652916e-04 -1.234912873257000901e-03 -4.743370219423224932e-05 -3.040548481025773155e-04 -1.342369745494260557e-05
-4.757328438033743723e+00 5.415104156195704717e-06 -2.263816226217645611e-01 -1.701205143552798215e-05 -3.789310287516922671e-02 -2.872308649816976769e-06 8.328843340427312114e-01 -3.290789714467030370e-04 -1.268311334237203067e-03 -5.292697809270723746e-05 -3.120214855227673896e-04 -1.490642792845231792e-05
-4.710226176271032905e+00 5.979093830886993338e-06 -2.290140299130443147e-01 -1.878387725423863176e-05 -3.833762553685104990e-02 -3.172434983812711870e-06 8.296561262548676208e-01 -3.549743530922466099e-04 -1.303127368581882958e-03 -5.898883628274971330e-05 -3.203273186060186001e-04 -1.653391106647858919e-05
-4.663590273535676012e+00 6.602057926831494888e-06 -2.316860073597436509e-01 -2.074097668150808396e-05 -3.878897039240136735e-02 -3.504075103529283829e-06 8.263850880059541160e-01 -3.828892263825900010e-04 -1.339298377810069956e-03 -6.566975503909598091e-05 -3.289506853424438741e-04 -1.831802377430410584e-05
-4.617416112411560469e+00 7.290645372297986158e-06 -2.343984108629806884e-01 -2.290423794153977546e-05 -3.924729016853678587e-02 -3.870798180054062752e-06 8.230716644996043385e-01 -4.130048404577165702e-04 -1.376802434898886972e-03 -7.302372784072994202e-05 -3.378816343701065744e-04 -2.027136960989394987e-05
-4.571699121199564786e+00 8.052347202316132905e-06 -2.371522039568658147e-01 -2.529719481495068591e-05 -3.971275623821668432e-02 -4.276627461365198508e-06 8.197148587103610939e-01 -4.455219008755920531e-04 -1.415636036100534952e-03 -8.110840339148443778e-05 -3.471157058457580895e-04 -2.240729763911672979e-05
-4.526434773464915295e+00 8.895615068449543288e-06 -2.399483582155569894e-01 -2.794639894820374678e-05 -4.018554182919764628e-02 -4.726104414329160893e-06 8.163141302138641198e-01 -4.806632902800764945e-04 -1.455808227427685900e-03 -8.998521983304465786e-05 -3.566518781566053054e-04 -2.473991903789858718e-05
-4.481618587589024649e+00 9.829990604551307613e-06 -2.427879083972643570e-01 -3.088182626811507671e-05 -4.066583137788803981e-02 -5.224358932436686150e-06 8.128684421853383801e-01 -5.186761990400899983e-04 -1.497333259185422904e-03 -9.971953158807440702e-05 -3.664904984520818247e-04 -2.728412110764542875e-05
-4.437246126325766760e+00 1.086626292492640271e-05 -2.456718792816792729e-01 -3.413737177692392533e-05 -4.115380819084002439e-02 -5.777194692815359155e-06 8.093775444125107521e-01 -5.598355380743115159e-04 -1.540228261089038016e-03 -1.103807271637841260e-04 -3.766328861221568880e-04 -3.005557835874618215e-05
-4.393312996362145562e+00 1.201662817416169625e-05 -2.486013929741033024e-01 -3.775135079286651401e-05 -4.164967263380336959e-02 -6.391176037913752148e-06 8.058401907400819519e-01 -6.044458728761869159e-04 -1.584511000290044066e-03 -1.220423361430359539e-04 -3.870806969830305221e-04 -3.307076030757196019e-05
-4.349814847883312297e+00 1.329488839419427591e-05 -2.515775772855049497e-01 -4.176712370949693963e-05 -4.215362667334598967e-02 -7.073736004322285324e-06 8.022557138641758234e-01 -6.528453599404086295e-04 -1.630200969101266951e-03 -1.347821234925299615e-04 -3.978357253293280955e-04 -3.634693562542360714e-05
-4.306747374141893125e+00 1.471665435169413435e-05 -2.546016440847654327e-01 -4.623373319670255258e-05 -4.266588718390629253e-02 -7.833287019306167318e-06 7.986227924819923052e-01 -7.054081077248559786e-04 -1.677315833800475898e-03 -1.486821692273578184e-04 -4.088993114802527804e-04 -3.990217227365894616e-05
-4.264106311031577334e+00 1.629960520121002298e-05 -2.576748295008414735e-01 -5.120671995653538545e-05 -4.318667587275593078e-02 -8.679362238461925914e-06 7.949404490220577379e-01 -7.625489176292759956e-04 -1.725870855571089895e-03 -1.638289313899364801e-04 -4.202725987538121735e-04 -4.375533325803876986e-05
-4.221887436664927939e+00 1.806375067862524137e-05 -2.607984109565839592e-01 -5.674894642824669921e-05 -4.371622221180215817e-02 -9.622758895070845919e-06 7.912077949267677379e-01 -8.247265310057691045e-04 -1.775880573991080007e-03 -1.803132902307825016e-04 -4.319561728103018172e-04 -4.792606763749264064e-05
-4.180086570955373837e+00 2.003174386736204389e-05 -2.639737231147081808e-01 -6.293157937229698921e-05 -4.425476619480050999e-02 -1.067570928027007128e-05 7.874238267685511605e-01 -8.924479317592983948e-04 -1.827356046099804995e-03 -1.982305714205909977e-04 -4.439499368723314105e-04 -5.243479642825543040e-05
-4.138699575203339975e+00 2.222921689913802076e-05 -2.672021623766410170e-01 -6.983514450538608935e-05 -4.480255916216213663e-02 -1.185206475385063192e-05 7.835874114724420414e-01 -9.662722830430397515e-04 -1.880305224930386900e-03 -2.176805460794456492e-04 -4.562529785825123136e-04 -5.730269305397480654e-05
-4.097722351686475584e+00 2.468516132737780253e-05 -2.704851944157505850e-01 -7.755072147876896824e-05 -4.535986514698908678e-02 -1.316750451683642090e-05 7.796972359254550344e-01 -1.046815277337630277e-03 -1.934732293131578894e-03 -2.387674053815919551e-04 -4.688635381292699045e-04 -6.255165800614352785e-05
-4.057150843253936046e+00 2.743236724068334964e-05 -2.738243282651665611e-01 -8.618132339390810893e-05 -4.592695654769629598e-02 -1.463977675498161733e-05 7.757522078915084496e-01 -1.134754562416259369e-03 -1.990636744665642138e-03 -2.615997074848543384e-04 -4.817788631062442251e-04 -6.820428739729404591e-05
-4.016981032924689110e+00 3.050788714513339415e-05 -2.772211464942341275e-01 -9.584335413169755549e-05 -4.650411932525866376e-02 -1.628895438212599883e-05 7.717510815144281722e-01 -1.230833909589802971e-03 -2.048014229590490193e-03 -2.862902945443156666e-04 -4.949951395314438262e-04 -7.428383511198395346e-05
-3.977208943489791260e+00 3.395357667019737130e-05 -2.806772842823930247e-01 -1.066683070301898491e-04 -4.709164953071365289e-02 -1.813773318384555126e-05 7.676927785663734127e-01 -1.335868949893634057e-03 -2.106854479552131097e-03 -3.129561776019978091e-04 -5.085073883137064413e-04 -8.081416828784020862e-05
-3.937830637118605370e+00 3.781665529564523932e-05 -2.841944653701209966e-01 -1.188045264601366303e-04 -4.768985950376869454e-02 -2.021174251988760301e-05 7.635759712867091764e-01 -1.450751024317128079e-03 -2.167141701017772076e-03 -3.417183871996865084e-04 -5.223093559308911952e-04 -8.781971589090778669e-05
